dim,ga_mean,ga_std,gb_mean,gb_std,ga_minus_b_mean,ga_minus_b_std,count
487,0.0009736197534948587,0.001673007383942604,1.852865239015955e-06,4.708268079411937e-06,0.0009717665379866958,0.0016733611701056361,50
488,1.9046773047648458e-08,6.4242122732594e-08,5.7785429774526165e-09,2.509352370339002e-08,1.3268229182017421e-08,6.758209281088057e-08,50
489,1.1989026461378671e-05,4.3694373744074255e-05,2.4712262529646978e-06,8.681421604705974e-06,9.51779838942457e-06,4.3990163248963654e-05,50
490,2.1811656552017666e-06,8.77232650964288e-06,6.433211819967255e-05,0.0002315268648089841,-6.215095345396549e-05,0.00023136853997129947,50
491,1.9102959413430654e-05,6.079744707676582e-05,2.6732041078503244e-05,5.160643922863528e-05,-7.629082119819941e-06,6.248954741749913e-05,50
492,4.5418242500261385e-09,1.942113847519522e-08,5.073854026704794e-06,1.7948092136066407e-05,-5.06931201016414e-06,1.7948295862879604e-05,50
493,0.0004717119736596942,0.0008792168227955699,0.0005124733434058726,0.0010965469991788268,-4.0761224227026105e-05,0.0015180264599621296,50
494,0.00010772990208351985,0.0002400271041551605,4.207732672512066e-06,1.6323681848007254e-05,0.00010352216486353427,0.00024052854860201478,50
495,0.00012313606566749513,0.00015672265726607293,3.7300301301002037e-06,1.1863388863275759e-05,0.00011940602416871116,0.0001562123652547598,50
496,8.621075409109835e-08,3.0488189395327936e-07,9.433113154955208e-05,0.00015994386922102422,-9.424491145182401e-05,0.00015990552492439747,50
497,4.312029133757278e-08,1.4939732295715658e-07,0.005884694866836071,0.016430767253041267,-0.005884651560336351,0.016430770978331566,50
498,5.735398644901579e-06,1.422431887476705e-05,5.698461791325826e-07,1.517835698905401e-06,5.165552011021646e-06,1.4066986295802053e-05,50
499,1.902990334201604e-07,4.270804936368222e-07,4.609195457305759e-05,9.111815597862005e-05,-4.5901662815595046e-05,9.100363968173042e-05,50
500,2.7704571969877634e-09,1.028007279302301e-08,1.9204015188734047e-05,4.73582222184632e-05,-1.9201244867872447e-05,4.7357298171846196e-05,50
501,4.144504739400645e-09,1.4991147878617994e-08,1.2183891158201732e-05,3.373471918166615e-05,-1.2179746590845753e-05,3.373221625224687e-05,50
502,7.795291523393644e-09,3.4182658481540784e-08,2.4841760648541822e-08,1.1243132291838265e-07,-1.70464655724345e-08,1.1485727924309685e-07,50
503,3.3339244698282755e-09,1.1586104520233675e-08,1.3375257346126546e-08,5.637582844997269e-08,-1.0041329545629196e-08,5.5732524373297565e-08,50
504,5.8684435089162434e-09,2.1267169358907267e-08,4.439204115413986e-09,2.3563714535157487e-08,1.4292382832792327e-09,3.0856256216793554e-08,50
505,4.776880668799777e-09,1.878663269394565e-08,5.501973987520614e-09,1.517292957942118e-08,-7.250938738323498e-10,1.5039150369489107e-08,50
506,1.0187164001251858e-08,3.620473876253527e-08,2.126780884736945e-08,7.700749904415716e-08,-1.1080646622474433e-08,7.659735956622171e-08,50
507,1.2649688585497643e-07,3.9680352870163915e-07,6.947165509529896e-09,4.03931643688793e-08,1.1954972478633863e-07,3.968727639858116e-07,50
508,4.891995217803924e-07,1.1888042763530393e-06,4.119142360536898e-08,2.2482913664134685e-07,4.48008080411455e-07,1.1705242286552675e-06,50
509,0.03474246338009834,0.059738889336586,4.831215250078458e-08,2.513580170671048e-07,0.03474241867661476,0.059738900512456894,50
510,2.9146749014330453e-08,1.0377488024460035e-07,1.1576506722121849e-06,3.316446282042307e-06,-1.1285039818176301e-06,3.301694732726901e-06,50
511,2.5221454052370973e-05,5.4387663112720475e-05,1.2126230330977705e-07,4.786425051861443e-07,2.510019112378359e-05,5.4286312661133707e-05,50
512,2.4663870945573763e-08,7.695670234397767e-08,3.1437625835906147e-08,7.788220557358727e-08,-6.773757554867643e-09,8.794828687541667e-08,50
513,0.00010223473509540781,0.00020941479306202382,6.324348333919261e-08,1.932180282437912e-07,0.00010217149974778295,0.00020941773254889995,50
514,3.70988324505106e-08,1.4785393886995735e-07,3.1758722318642185e-09,1.1688365830764269e-08,3.3922958664334146e-08,1.4701011252782337e-07,50
515,5.535389209399e-05,9.285430132877082e-05,4.882801007966009e-08,1.4165733830395766e-07,5.530508133233525e-05,9.280927770305425e-05,50
516,2.5333432063234795e-07,7.2886280122475e-07,1.9858905631053858e-08,5.190174334757103e-08,2.3347541855400777e-07,7.003691848694871e-07,50
