dim,ga_mean,ga_std,gb_mean,gb_std,ga_minus_b_mean,ga_minus_b_std,count
14,3.613899366428086e-07,9.58607188294991e-07,4.4226899831301125e-07,1.262104774468753e-06,-8.087906877563e-08,1.2549327266242472e-06,203
15,3.8179061334631115e-07,1.0259868759021629e-06,3.9971888554646284e-07,1.30163164158148e-06,-1.7928394768773614e-08,1.3044495972280856e-06,203
16,2.862441306206165e-07,8.107008397928439e-07,6.146846089905011e-07,1.8410562461212976e-06,-3.2844039310475637e-07,1.7474434343967005e-06,203
17,3.9334167922788765e-07,1.0820124316524016e-06,2.6206967618236376e-07,8.945502827373275e-07,1.3127196041295974e-07,1.0517305781831965e-06,203
18,5.902541033719899e-07,1.490189447395096e-06,5.786455972156546e-07,2.207108764196164e-06,1.1608398686746568e-08,2.0925624539813725e-06,203
19,4.656471901398618e-07,1.2163196743131266e-06,5.865039724994858e-07,1.7290859659624402e-06,-1.2085679657047876e-07,1.594610125721374e-06,203
20,6.079638410483312e-07,1.6084630942714284e-06,6.226376854101545e-07,1.8430752106723958e-06,-1.4673834591860668e-08,2.043536824203329e-06,203
21,5.808703349430289e-07,1.5062639704410685e-06,5.511485028364405e-07,1.5540801996394293e-06,2.9721729077891723e-08,1.7780370171749382e-06,203
22,7.522963869632804e-07,2.0722586668853182e-06,4.2636736452550394e-07,1.3070168733975152e-06,3.259290792811953e-07,1.97655867850699e-06,203
23,3.971732951413287e-07,9.454697647015564e-07,3.9411392549482116e-07,1.216027499140182e-06,3.059565933938302e-09,1.117643137149571e-06,203
24,7.087541575856449e-07,1.7576015807208023e-06,1.261155716747453e-06,4.103780156583525e-06,-5.524013317881327e-07,3.3897622415679507e-06,203
25,2.534198131343146e-07,6.547558086822391e-07,5.419776130111131e-07,1.746517000356107e-06,-2.885577714550891e-07,1.6298013179039117e-06,203
26,3.569213902210322e-07,8.637322821414273e-07,5.082819711788034e-07,1.684915901023487e-06,-1.5136056674691645e-07,1.5901055121503305e-06,203
27,1.1933411769859958e-06,3.220724465791136e-06,5.68768712128076e-07,1.7701501064948388e-06,6.24572408014501e-07,3.029462732229149e-06,203
28,8.82207586982986e-07,2.24164887185907e-06,1.3723772553930758e-06,4.0488944250682835e-06,-4.901699526271841e-07,3.873935384035576e-06,203
29,2.960307483590441e-07,7.968953354975383e-07,1.1166305284859845e-06,3.1787978969077813e-06,-8.20599154849333e-07,2.9862426345061976e-06,203
30,7.464972213711007e-07,1.8841425344362506e-06,4.6556303345823835e-07,1.4692792547066347e-06,2.8093404580431525e-07,1.8803041257342556e-06,203
31,6.776653549422917e-07,1.53726603002724e-06,4.217773721393314e-07,1.273216867048177e-06,2.558879543812509e-07,1.4284978533396497e-06,203
32,5.081362246528442e-07,1.385516839036427e-06,1.2999892078369157e-06,3.36220159624645e-06,-7.918532674011658e-07,2.994391707034083e-06,203
33,1.0829677421497763e-06,3.0206144856492756e-06,4.894922653875255e-07,1.631428972359572e-06,5.934757609793451e-07,2.5797844500630163e-06,203
34,4.3385230696912913e-07,9.713359077068162e-07,1.1065794751630165e-06,2.8829078928538365e-06,-6.727275376761099e-07,2.740033096415573e-06,203
35,6.690997338409943e-07,1.6687548622940085e-06,5.352167704586464e-07,1.6146938150995993e-06,1.3388276443038194e-07,1.692132855168893e-06,203
36,1.1252180911469623e-06,2.65158200818405e-06,6.450523528656049e-07,2.260629116790369e-06,4.801659656550328e-07,2.751326064753812e-06,203
37,1.960840108949924e-06,4.8803940444486216e-06,7.395913144137012e-07,2.60560250353592e-06,1.2212490219098981e-06,4.800558599526994e-06,203
38,4.4978958158026217e-07,1.0589616294964799e-06,1.1603960956563242e-06,4.23322035203455e-06,-7.106060593287111e-07,3.899542662111344e-06,203
39,6.999500783422263e-07,1.7191136976180132e-06,1.003578972813557e-06,2.8212582492415095e-06,-3.0362897973645886e-07,2.510530066501815e-06,203
40,7.683560170335113e-07,1.7275201571465004e-06,9.986480336010573e-07,2.998742274940014e-06,-2.3029214446523838e-07,2.6714601517596748e-06,203
41,4.1596388200559886e-07,1.078570448953542e-06,2.043598897216725e-06,5.4762372201366816e-06,-1.627635924705828e-06,4.9753562052501366e-06,203
42,1.295946958634886e-06,3.060932158405194e-06,8.944710998548544e-07,2.5975787139032036e-06,4.01476086153707e-07,3.2889333851926494e-06,203
43,3.841046805064252e-07,9.43901738992281e-07,5.67819654406776e-07,1.91335834642814e-06,-1.8371495968949603e-07,1.721700868984044e-06,203
44,5.399763267632807e-07,1.2706102552328957e-06,6.675272743450478e-07,2.4321993805642705e-06,-1.2755090494920296e-07,2.1211196781223407e-06,203
45,7.702186621827423e-07,2.5088122583838413e-06,8.88464001036482e-06,2.3261736714630388e-05,-8.11442168924259e-06,2.2523636289406568e-05,203
46,9.94541437648877e-07,2.4806313376757316e-06,3.532806204020744e-06,1.0091414878843352e-05,-2.538264425311354e-06,8.755251656111795e-06,203
47,3.9813178887015965e-07,1.1502623920023325e-06,7.484958359782468e-07,1.8324234360989067e-06,-3.5036407552979654e-07,1.8387088402960217e-06,203
48,5.873287136637373e-07,1.3152850897313328e-06,3.2108798109220515e-07,9.90776584330888e-07,2.6624076099324157e-07,1.2195879435239476e-06,203
49,8.963026516539685e-07,2.283805997649324e-06,1.0739586286945269e-06,3.054906528632273e-06,-1.776560196731225e-07,3.1188465072773397e-06,203
50,1.057331360243552e-06,2.5071281015698332e-06,8.166234692907892e-07,2.5107981400651624e-06,2.4070794779618154e-07,2.8648105399042834e-06,203
51,4.718298214356764e-07,1.2361266499283374e-06,9.161902880805428e-07,2.7394264634494903e-06,-4.443602961146098e-07,2.4741823381191352e-06,203
52,3.07765617435507e-07,7.131166626095364e-07,6.124290621301043e-07,1.8125505221178173e-06,-3.0466341627288784e-07,1.6724090983188944e-06,203
53,4.988505111214181e-07,1.493065269642102e-06,4.3197718468945823e-07,1.4340786265165661e-06,6.687314879627593e-08,1.6437580825368059e-06,203
54,4.785754867953074e-07,1.1866648037539562e-06,3.996531461325503e-07,1.1347597137500998e-06,7.892234066275705e-08,1.2756100886690547e-06,203
55,2.965690271139465e-07,7.816276479388762e-07,4.675858917835285e-07,1.2155587683082558e-06,-1.7101693572385557e-07,1.0935322052318952e-06,203
56,7.004185249570583e-07,1.9247238469688455e-06,5.236133802100085e-07,1.7590779179954552e-06,1.7680513053619507e-07,2.0611068975995295e-06,203
57,3.5732199421545374e-07,8.414280046054046e-07,5.92460139614559e-07,1.7979361928155413e-06,-2.3513806013397698e-07,1.5288388794942875e-06,203
58,4.6436358047685644e-07,1.0005652484323946e-06,4.950095444655744e-07,1.5542411802016431e-06,-3.064597109414535e-08,1.420081844116794e-06,203
59,3.97241990413022e-07,1.026425024974742e-06,8.831271429698972e-07,2.702101710383431e-06,-4.858849251831998e-07,2.4741605102462927e-06,203
60,8.444700938525784e-07,1.7555368003741023e-06,3.054926196455199e-07,9.469196129430202e-07,5.38977303676802e-07,1.5941539004415972e-06,203
61,4.065680627718393e-07,1.041620862451964e-06,7.622213615832152e-07,2.1303092125890544e-06,-3.5565309985940985e-07,2.0866420982201817e-06,203
62,3.597690749757021e-07,8.548315690859454e-07,4.710729797352542e-07,1.4521276625600876e-06,-1.113038550215606e-07,1.4008804782861262e-06,203
63,4.2843748815357685e-07,1.2144627135057817e-06,1.3607858591058175e-06,4.204960987408413e-06,-9.323489962298481e-07,4.023102519568056e-06,203
64,8.725355655769818e-07,1.7685322291072225e-06,7.173073299782118e-07,2.275504812132567e-06,1.5522775242970965e-07,2.1086041215312434e-06,203
65,5.494713377629523e-07,1.2996567875234177e-06,1.2432765288394876e-06,3.4122804208891466e-06,-6.938051910765353e-07,3.190769348293543e-06,203
66,0.00010901236237259582,0.00022210499446373433,1.0606158866721671e-06,3.29643353325082e-06,0.00010795173147926107,0.00022138658096082509,203
67,3.978999245646264e-07,1.0180293656958384e-06,0.0002497780369594693,0.0005904711433686316,-0.0002493801584932953,0.0005901691620238125,203
68,1.4909759329384542e-06,3.474618097243365e-06,6.269183927543054e-07,1.981169361897628e-06,8.640581086183374e-07,3.033649363715085e-06,203
69,6.687847076136677e-07,1.5560736983388779e-06,0.001692871330305934,0.003926442004740238,-0.0016922029899433255,0.003926146775484085,203
70,0.00016764123574830592,0.0003994479775428772,4.4387684283719864e-07,1.213918608300446e-06,0.00016719734412617981,0.0003994200087618083,203
71,1.0065436981676612e-06,2.4629084691696335e-06,1.0080590982397553e-05,2.6931569664156996e-05,-9.074049557966646e-06,2.6057576178573072e-05,203
72,2.870508615160361e-05,0.00010390496026957408,6.111151265031367e-07,1.86162458248873e-06,2.8093983928556554e-05,0.00010382728214608505,203
73,8.461938136861136e-07,1.99692703972687e-06,6.743539415765554e-05,0.0001527053682366386,-6.658922939095646e-05,0.00015208689728751779,203
74,6.355532605084591e-06,1.5828087271074764e-05,4.902756245428463e-07,1.5352526361311902e-06,5.865256298420718e-06,1.577446164446883e-05,203
75,1.9026409745492856e-06,4.192001142655499e-06,4.2961093527082994e-07,1.3379122947299038e-06,1.473030124543584e-06,3.952735823986586e-06,203
76,9.089588274946436e-06,1.7023970940499566e-05,4.929737542624935e-07,1.8116766113962512e-06,8.596614861744456e-06,1.6756239347159863e-05,203
77,5.502321300809854e-07,1.4817293276792043e-06,7.105797703843564e-05,0.0001523109240224585,-7.050776912365109e-05,0.00015193306899163872,203
78,3.5081156966043636e-06,6.654151093243854e-06,3.6611697851185454e-07,1.1626973446254851e-06,3.1419986044056714e-06,6.454798040067544e-06,203
79,3.616946742113214e-07,1.070016082849179e-06,7.217632855827105e-07,2.0439549643924693e-06,-3.6006852610626083e-07,1.8965451999974903e-06,203
80,3.0761830771552923e-07,6.960307814551925e-07,3.212664694274281e-07,9.349964784632903e-07,-1.364817503457516e-08,9.196671157951641e-07,203
81,2.886949914682191e-07,7.485911623916763e-07,1.6231974768743385e-06,4.366680514067411e-06,-1.3345023717192817e-06,4.182985321676824e-06,203
82,7.580891292491287e-07,2.032839347521076e-06,6.790528459532652e-07,1.945395069924416e-06,7.903616250359846e-08,2.0721586224681232e-06,203
83,7.19701176876697e-07,1.7166037196147954e-06,4.529469777025952e-07,1.3330525234778179e-06,2.667542844392301e-07,1.763112777553033e-06,203
84,5.191216700950463e-07,1.408799448654463e-06,5.646838303619006e-07,1.9831843474094057e-06,-4.556227040097838e-08,1.7833815491030691e-06,203
85,6.324690957626444e-07,1.778918431227794e-06,7.722019859102147e-07,2.2429048840422183e-06,-1.3973274803902314e-07,2.3513891846960178e-06,203
86,7.323723707486351e-07,1.982346248041722e-06,1.2930970569868805e-06,3.898543127434095e-06,-5.607248567685019e-07,3.3605329008423723e-06,203
87,1.2695817304120283e-06,3.061496499867644e-06,6.664909619757964e-07,2.0435647911654087e-06,6.030904273757187e-07,2.882070475607179e-06,203
88,9.329208978670067e-07,1.9955248262704117e-06,9.334938795291237e-07,3.632650305007701e-06,-5.731680130516281e-10,3.78022423319635e-06,203
89,1.5571631593047641e-06,3.2802961413835874e-06,4.321574635923753e-07,1.3979796449348214e-06,1.1250051556999097e-06,2.9716850349359447e-06,203
90,9.360407489111822e-07,2.17309298022883e-06,1.0951243893941864e-06,3.450114718361874e-06,-1.5908405259779101e-07,3.538462806318421e-06,203
91,5.251288257568376e-07,1.439497509636567e-06,7.413843832182465e-07,2.1884709440200822e-06,-2.1625560009397304e-07,2.1151154214749113e-06,203
92,1.048449007612362e-06,2.405219902357203e-06,1.8378267441221396e-06,4.570400051306933e-06,-7.893783049439662e-07,4.292336143407738e-06,203
93,5.990434601699235e-07,1.9988051462860312e-06,3.332264896016568e-06,1.2963109838892706e-05,-2.7332223453413462e-06,1.2810371117666364e-05,203
94,5.3489864512812346e-05,0.00011027956497855484,0.00011608083150349557,0.00020153811783529818,-6.259094516281039e-05,0.000220714820898138,203
95,3.9804995140002575e-06,6.633963948843302e-06,1.969796539924573e-05,6.398416735464707e-05,-1.5717459973529913e-05,6.292251782724634e-05,203
96,7.620898395543918e-05,0.00024054104869719595,5.165928087080829e-06,1.3771224075753707e-05,7.104303949745372e-05,0.0002409981534583494,203
97,2.185760649808799e-06,4.2202736949548125e-06,0.0004031465796288103,0.0012016580440104008,-0.00040096082375384867,0.001200693310238421,203
98,4.708322649094043e-06,9.665481229603756e-06,0.0025793551467359066,0.014412200078368187,-0.0025746463797986507,0.01441198494285345,203
99,0.0006869455683045089,0.003314633620902896,8.285664080176502e-06,2.0264677004888654e-05,0.0006786602316424251,0.0033155132550746202,203
100,7.083272794261575e-05,0.00023143836006056517,0.0001737310376483947,0.00034177364432252944,-0.00010289825877407566,0.0004164793062955141,203
101,2.405289251328213e-06,5.714180133509217e-06,0.0002072753122774884,0.0004931292496621609,-0.0002048699534498155,0.0004923263913951814,203
102,6.765070565961651e-07,1.6320764189003967e-06,3.973437117110734e-07,1.3040677231401787e-06,2.7916308908970677e-07,1.589617681929667e-06,203
103,0.0004106696869712323,0.0006372647476382554,3.6711076063511427e-06,1.3565268091042526e-05,0.0004069986171089113,0.0006374881486408412,203
104,5.271737609291449e-05,9.394180960953236e-05,3.2238503422377107e-07,1.1140347169202869e-06,5.2394978411030024e-05,9.381954441778362e-05,203
105,9.957754809875041e-05,0.0001480626524426043,5.688382884727616e-07,1.863525653789111e-06,9.900866280077025e-05,0.00014776340685784817,203
106,2.9688419544982025e-07,8.801657145340869e-07,6.137818854767829e-05,0.00011163816088810563,-6.1081322201062e-05,0.00011146570614073426,203
107,7.893091265032126e-07,2.0521115402516443e-06,1.047826685862674e-06,2.8888007364002988e-06,-2.58517474094333e-07,3.000247033924097e-06,203
108,7.875064511608798e-07,1.8521590163800283e-06,1.4723251297255047e-05,3.0124039767542854e-05,-1.3935748029325623e-05,2.951274291262962e-05,203
109,5.431236331787659e-07,1.4522266837957432e-06,7.366206773440354e-07,2.336917305001407e-06,-1.9349702995441476e-07,2.1156486127438257e-06,203
110,7.828576258361863e-07,2.131301243935013e-06,5.612870950244542e-07,1.8873074623115826e-06,2.2157053081173217e-07,2.2983310827839887e-06,203
111,4.5983625795997796e-07,1.2074608548573451e-06,1.1115600955236005e-06,3.374042762516183e-06,-6.517242923109734e-07,3.299063791928347e-06,203
112,6.942779009477817e-07,1.8898505231845775e-06,8.253177270489687e-07,2.3689631234447006e-06,-1.3103995399887935e-07,2.391324642303516e-06,203
113,3.759056426133611e-07,8.974878937806352e-07,5.860889018549642e-07,1.8460654018781497e-06,-2.1018333029587666e-07,1.679308411439706e-06,203
114,3.2295719165631454e-07,9.099416615754308e-07,5.237605478214391e-07,1.7272809600399341e-06,-2.0080307194803027e-07,1.6549768133700127e-06,203
115,1.308750938733283e-06,3.182296950399177e-06,1.1884912964887917e-06,3.0647306630271487e-06,1.2025927276226867e-07,3.535879841365386e-06,203
116,7.787508593537495e-07,1.7447614482080098e-06,3.0222724944906076e-07,1.000147676677443e-06,4.765234393744322e-07,1.508182776888134e-06,203
117,3.971081525833142e-07,1.0408394928163034e-06,2.1007811028539436e-06,5.332053660822567e-06,-1.7036735471265274e-06,4.956084012519568e-06,203
118,2.4486550387337047e-07,7.350221267188317e-07,3.6968802419323765e-07,1.2237677537996206e-06,-1.2482264821755962e-07,1.1709770433299127e-06,203
119,2.5810573788476177e-05,4.830393663723953e-05,8.315395803037973e-07,2.3071463601809228e-06,2.4979046429507434e-05,4.7903416998451576e-05,203
120,2.404245151410578e-06,6.271168331295485e-06,4.273126251064241e-05,8.056405204115435e-05,-4.032703873235732e-05,7.92615392128937e-05,203
121,7.455944910361723e-07,1.7055833723134128e-06,0.004204362165182829,0.009390048682689667,-0.004203616175800562,0.009390256367623806,203
122,2.765139470284339e-05,4.021906352136284e-05,1.4913296126906062e-06,4.877445917372825e-06,2.6160067136515863e-05,3.845292667392641e-05,203
123,0.014884615316987038,0.03358473256230354,6.9966044975444674e-06,2.6131401682505384e-05,0.01487762201577425,0.03358714282512665,203
124,0.001208052970468998,0.001601644093170762,2.8793763249268522e-06,7.646675840078387e-06,0.001205173321068287,0.0016016646986827254,203
125,4.840017481910763e-06,9.735068488225807e-06,0.0006985562504269183,0.0007374704000540078,-0.0006937162834219635,0.0007351657841354609,203
126,8.004664414329454e-05,0.00019133304886054248,0.02339918538928032,0.05938588082790375,-0.02331913821399212,0.059402886778116226,203
127,2.5267341698054224e-05,4.2390649468870834e-05,0.0047792838886380196,0.021844113245606422,-0.004754016175866127,0.021841205656528473,203
128,0.0009824264561757445,0.002170148305594921,2.0802845028811134e-06,5.057001999375643e-06,0.0009803463472053409,0.0021694907918572426,203
129,0.0013188073644414544,0.0028178950306028128,5.960776979918592e-05,0.00011458295921329409,0.0012591994600370526,0.0028240347746759653,203
130,0.00026430829893797636,0.00042502942960709333,7.443016511388123e-05,0.00013099645730108023,0.0001898781192721799,0.00044442329090088606,203
131,3.642465344455559e-06,7.82908591645537e-06,0.00012822894495911896,0.00022540753707289696,-0.00012458645505830646,0.00022298481781035662,203
132,2.0541585399769247e-05,3.2827621907927096e-05,1.3991633522891789e-06,3.5774858133663656e-06,1.9142424207529984e-05,3.1693194614490494e-05,203
133,3.733999562882673e-07,8.664151209814008e-07,8.753381166570762e-07,2.4074013253994053e-06,-5.019381319470995e-07,1.987208861464751e-06,203
134,3.4954326110892e-05,5.6187607697211206e-05,3.998841293650912e-06,1.1483461094030645e-05,3.0955488909967244e-05,5.338321716408245e-05,203
135,5.641371899400838e-06,1.0554175787547138e-05,1.7338360294161248e-06,6.61074500385439e-06,3.907537120539928e-06,9.246253284800332e-06,203
136,6.520293709399994e-07,1.6454832802992314e-06,1.96408268493542e-06,5.047272679803427e-06,-1.3120529729349073e-06,4.804236141353613e-06,203
137,1.1886738775501726e-06,2.825950332407956e-06,1.0222620403510518e-06,3.070309048780473e-06,1.6641173772313778e-07,2.8981714876863407e-06,203
138,8.894635357137304e-07,2.551027591835009e-06,1.1068366347899428e-06,2.9260040719236713e-06,-2.173727438048445e-07,2.962504140668898e-06,203
139,8.458595175397932e-07,2.02916316993651e-06,4.544463365618867e-07,1.284359086639597e-06,3.914134083515819e-07,2.0053219031979097e-06,203
140,3.406263147098798e-07,8.795414032647386e-07,5.74793546093133e-07,1.8936478909381549e-06,-2.3416735928094567e-07,1.7868112536234548e-06,203
141,5.263416937850707e-07,1.2823593351640739e-06,5.289435875965864e-07,1.5039415757200914e-06,-2.6018780463488156e-09,1.5727404161225422e-06,203
142,6.480846082013159e-07,2.015015525103081e-06,6.794854812142148e-07,1.9627645997388754e-06,-3.1401349076531915e-08,2.299692141605192e-06,203
143,4.038767542624555e-07,9.885836789180757e-07,8.061355742938758e-07,2.4694147668924415e-06,-4.0225873476629204e-07,2.3361105832009343e-06,203
144,2.5835786345851375e-06,5.49594551557675e-06,5.159928377906908e-07,1.719929741739179e-06,2.06758613785496e-06,5.1037632147199474e-06,203
145,2.1020109386427066e-07,5.271830332276295e-07,1.0163797696804977e-06,3.5786188163910992e-06,-8.061788321356289e-07,3.445883976382902e-06,203
146,4.745915020976099e-07,1.2355296803434612e-06,0.0005651268293149769,0.0008362977532669902,-0.000564651913009584,0.0008358987397514284,203
147,0.00011667241051327437,0.00018333978368900716,1.084217956304201e-06,3.3890730719576823e-06,0.00011558822734514251,0.00018192526476923376,203
148,8.341256034327671e-06,1.3427549674815964e-05,2.2954875475988956e-06,6.231354291230673e-06,6.045767804607749e-06,1.160012288892176e-05,203
149,2.2268905013334006e-06,5.092244919069344e-06,0.00017555765225552022,0.00024788081645965576,-0.00017333077266812325,0.0002472993510309607,203
150,0.00010729549831012264,0.00026720462483353913,0.0004391229304019362,0.0006397397955879569,-0.0003318275266792625,0.0006891399389132857,203
151,0.0008551999344490469,0.0021158521994948387,2.482112540747039e-05,4.1265575418947265e-05,0.0008303792565129697,0.0021096235141158104,203
152,1.9945380699937232e-05,2.568277886894066e-05,0.00014204252511262894,0.00041529364534653723,-0.0001220972480950877,0.0004081708611920476,203
153,4.1137856896966696e-05,7.466581155313179e-05,7.927888509584591e-05,0.0001263035082956776,-3.814105730270967e-05,0.00013580298400484025,203
154,0.0006556485313922167,0.0012437785044312477,0.0006569135584868491,0.0006935871788300574,-1.2649754808080615e-06,0.0015078452415764332,203
155,0.0002409386943327263,0.0005300723132677376,9.653331653680652e-05,0.00016280390264000744,0.00014440534869208932,0.0005344912060536444,203
156,0.0010535649489611387,0.002145548816770315,0.01871250569820404,0.04462970793247223,-0.01765894703567028,0.04491143301129341,203
157,3.026136027983739e-06,6.955147000553552e-06,0.004264660645276308,0.013531927019357681,-0.004261633846908808,0.013532111421227455,203
158,6.833278121121111e-07,1.4393939409274026e-06,1.2696671092271572e-06,3.7109750792296836e-06,-5.863395813321404e-07,3.112137164862361e-06,203
159,0.0025469502434134483,0.005186529830098152,0.005189699120819569,0.006701163947582245,-0.002642750507220626,0.009254863485693932,203
160,1.0468487516845926e-06,2.6802204047271516e-06,0.001523082610219717,0.0056898100301623344,-0.001522035920061171,0.0056898389011621475,203
161,2.7317000785842538e-06,6.59999250274268e-06,0.0011359379859641194,0.0014264022465795279,-0.0011332063004374504,0.0014252441469579935,203
162,3.7204770251264563e-06,9.623117875889875e-06,0.00043156405445188284,0.001787395915016532,-0.00042784371180459857,0.001787173910997808,203
163,1.708159402369347e-06,3.617786433096626e-06,1.3453642395688803e-06,3.333876293254434e-06,3.627955891261081e-07,3.6839244330622023e-06,203
164,5.938851973041892e-05,0.0001058540292433463,2.5399508558621164e-06,7.048057796055218e-06,5.684855568688363e-05,0.0001045307726599276,203
165,2.8820298325626936e-07,6.41429551251349e-07,1.1299654261165415e-06,2.728054823819548e-06,-8.417623575951438e-07,2.5427975742786657e-06,203
166,4.334352752266568e-07,8.724730378162349e-07,7.559727350781031e-07,2.615062612676411e-06,-3.225372608994803e-07,2.424822923785541e-06,203
167,5.544445684790844e-07,1.6028881191232358e-06,4.3348589429115236e-07,1.3365291806621826e-06,1.2095851786853018e-07,1.7458525007896242e-06,203
168,6.344374128275376e-07,1.5607673731210525e-06,7.824787076060602e-07,2.755561354206293e-06,-1.4804156478476216e-07,2.343865844522952e-06,203
169,6.46494299871847e-07,1.6626783008177881e-06,4.811747658095555e-07,1.3650960681843571e-06,1.6531942037545377e-07,1.5810533113835845e-06,203
170,9.195222787639068e-07,2.2167439510667464e-06,4.039729617488774e-07,1.186421059173881e-06,5.155494022801577e-07,2.147491159121273e-06,203
171,8.792898142928607e-07,2.361138740525348e-06,4.023599160518643e-07,1.2297130069782725e-06,4.769297561324493e-07,2.1609148461720906e-06,203
172,1.6220629959207145e-06,3.3729304504959146e-06,3.0838896236673463e-07,9.957281008610153e-07,1.3136749430486816e-06,2.915330242103664e-06,203
173,0.0001708764029899612,0.0003658916975837201,9.559538511894061e-07,2.518766677894746e-06,0.00016992045857477933,0.0003647279227152467,203
174,5.163826131138194e-07,1.363421802125231e-06,0.0018930017249658704,0.0023787482641637325,-0.0018924857722595334,0.002378286560997367,203
175,8.679322718307958e-07,2.022092758124927e-06,0.00013479556946549565,0.00021108132204972208,-0.00013392763503361493,0.00021052062220405787,203
176,7.371940682787681e-06,1.4384037058334798e-05,0.0004992083995603025,0.000713578425347805,-0.0004918366321362555,0.0007110544829629362,203
177,0.00017278823361266404,0.0004018876061309129,2.6752090889203828e-06,6.680298611172475e-06,0.00017011298041325063,0.0003992310957983136,203
178,2.672264054126572e-05,5.4048032325226814e-05,5.157878695172258e-05,8.851683378452435e-05,-2.485616278136149e-05,9.200550994137302e-05,203
179,7.043536243145354e-06,1.3276681784191169e-05,0.0018538199365139008,0.0060499985702335835,-0.0018467768095433712,0.0060486746951937675,203
180,0.00966601725667715,0.01861153542995453,0.0002511015045456588,0.0005154034588485956,0.009414917789399624,0.01864926517009735,203
181,0.0061536505818367004,0.011640327051281929,0.0005495813093148172,0.001149816787801683,0.005604069214314222,0.011647862382233143,203
182,5.085295470053097e-06,7.636955160705838e-06,0.0007012691348791122,0.0013922667130827904,-0.0006961837061680853,0.0013892205897718668,203
183,1.0731207567005185e-06,2.31010994866665e-06,0.0036882744170725346,0.010329566895961761,-0.0036872015334665775,0.010329076088964939,203
184,0.006063965614885092,0.009596634656190872,2.7131163733429275e-06,8.494096618960612e-06,0.006061252672225237,0.009596488438546658,203
185,0.0048998817801475525,0.009223461151123047,0.0003570667759049684,0.0004408219538163394,0.004542814567685127,0.009226703085005283,203
186,7.240304853439739e-07,1.7704087440506555e-06,1.8864028561438317e-06,4.677598553826101e-06,-1.16237276870379e-06,4.154193447902799e-06,203
187,6.1701066442765296e-06,1.2701592822850216e-05,0.002210750710219145,0.005159485619515181,-0.0022045797668397427,0.005159122869372368,203
188,2.7611751647782512e-05,5.195292760618031e-05,0.0016466176602989435,0.003213409800082445,-0.0016190051101148129,0.0032119634561240673,203
189,1.1457055961727747e-06,3.3597291348996805e-06,1.1464922863524407e-05,2.3111746486392803e-05,-1.0319219654775225e-05,2.2226111468626186e-05,203
190,5.54543885300518e-06,1.6393592886743136e-05,0.001835657749325037,0.0032605454325675964,-0.0018301121890544891,0.0032591354101896286,203
191,5.8738107327371836e-05,0.00017308526730630547,0.00032251846278086305,0.00045433660852722824,-0.0002637804427649826,0.00047263328451663256,203
192,0.001901932992041111,0.009263482876121998,2.1488031052285805e-06,6.530815426231129e-06,0.0018997833831235766,0.009263698011636734,203
