dim,gate_a_anchor,gate_b_anchor,gate_a_minus_b_anchor
153,1.6097983461804688e-05,4.4390444600139745e-06,1.1658939001790714e-05
154,0.00021953646501060575,0.0004089669091627002,-0.00018943044415209442
155,7.013729918980971e-05,9.149169386546419e-07,6.922238389961421e-05
156,1.330111081188079e-05,0.004301035776734352,-0.004287734627723694
157,1.0115178383784951e-07,2.3903552573756315e-05,-2.3802400392014533e-05
158,1.0913199233186788e-08,1.7541209595961504e-09,9.15907794052373e-09
159,0.000225078736548312,0.008727091364562511,-0.008502013050019741
160,1.1712624825577223e-07,2.555214632593561e-05,-2.543501977925189e-05
161,2.9404256451925903e-07,0.0003358660906087607,-0.00033557205460965633
162,3.392970029381104e-07,1.7601562376512447e-06,-1.4208592347131344e-06
163,1.051480111868841e-07,8.951162033810078e-10,1.0425289787008296e-07
164,3.482303327473346e-06,5.0249049365902465e-09,3.4772783692460507e-06
165,1.5231998773401756e-08,1.5228240890508005e-09,1.3709174240261746e-08
166,2.31848620302344e-08,9.737768369433297e-10,2.2211084527157254e-08
167,1.5914023876462124e-08,2.785626451728973e-10,1.5635460925977895e-08
168,1.3309858104548766e-08,1.271503458077916e-09,1.2038354313403943e-08
169,1.1822192114152585e-08,2.534363552353369e-10,1.1568755731161673e-08
170,3.9796958617444034e-08,3.6950739690233547e-10,3.942745152585303e-08
171,1.8439509474887927e-08,1.9542960305596324e-10,1.824408002448763e-08
172,1.282552233305978e-07,1.5328244229451116e-10,1.2810194505163963e-07
173,3.212678711861372e-05,1.0515083248563428e-10,3.2126681617228314e-05
174,1.0233010883098359e-08,0.0002630293893162161,-0.00026301914476789534
175,2.983651725685377e-08,4.231182629155228e-06,-4.201346200716216e-06
176,5.972302687951014e-07,3.516246215440333e-05,-3.456523336353712e-05
177,1.376975342282094e-05,7.316913741561848e-09,1.3762436537945177e-05
178,3.1010692964628106e-06,1.289190663555928e-06,1.8118786329068826e-06
179,1.449038109058165e-06,0.00015622671344317496,-0.00015477767738047987
180,0.006109916605055332,1.066445975084207e-06,0.0061088502407073975
181,0.0026663357857614756,8.667115253047086e-06,0.0026576686650514603
182,8.419373216383974e-07,4.107659333385527e-05,-4.0234655898530036e-05
183,6.842176958343771e-08,0.00017106192535720766,-0.00017099350225180387
184,0.0018894938984885812,2.7222302190210712e-09,0.0018894912209361792
185,0.000924247840885073,0.00020768411923199892,0.000716563721653074
186,7.302610072201787e-09,1.8472622320686582e-09,5.4553477291108265e-09
187,1.5147415979299694e-06,0.00010997406207025051,-0.00010845932411029935
188,9.908396350510884e-06,8.20879140519537e-05,-7.217951497295871e-05
189,4.691235488962775e-08,3.429573069979597e-08,1.2616624189831782e-08
190,3.081313764141669e-07,5.252548726275563e-05,-5.221735409577377e-05
191,8.897131010598969e-06,9.269302609027363e-06,-3.7217159842839465e-07
192,1.332799183728639e-05,3.0311901877411174e-09,1.3324960491445381e-05
193,1.079371081402769e-08,1.1500712604473051e-09,9.643639664602688e-09
194,1.3750233840426063e-08,9.593533967233725e-09,4.156699873192338e-09
195,8.541850782251004e-09,8.01285038320998e-10,7.7405655218854e-09
196,8.538918905287574e-09,1.0571052921903856e-09,7.481813391052583e-09
197,8.107819304825625e-09,2.061516957141407e-09,6.046302125639613e-09
198,2.4945849830260158e-08,1.475653710336644e-09,2.3470196452990422e-08
199,2.8841977695037713e-08,1.965133167303179e-09,2.687684386160072e-08
200,7.974327864701536e-09,0.00014370048302225769,-0.00014369250857271254
201,0.000602404004894197,3.913489976525852e-09,0.0006024001049809158
202,0.0005617261049337685,3.698192196921468e-09,0.00056172237964347
203,6.102703082433436e-06,1.3597892589700677e-08,6.089105227147229e-06
204,5.611459528154228e-07,6.675991244264878e-07,-1.0645317161106504e-07
205,4.38116148870904e-06,2.0401651568136003e-07,4.177145001449389e-06
206,0.00013318397395778447,1.5935549527057447e-05,0.00011724842624971643
207,3.487023150228197e-07,0.00013318478886503726,-0.0001328360813204199
208,1.6566371414228342e-05,7.798799924785271e-05,-6.142162601463497e-05
209,9.750980825629085e-05,8.060838041501484e-08,9.742919792188331e-05
210,0.00032392627326771617,0.008936204016208649,-0.008612277917563915
211,0.0016752805095165968,0.00010871382255572826,0.0015665666433051229
212,0.0016728921327739954,0.0001894347951747477,0.0014834573958069086
213,1.927782614075113e-05,3.571990237105638e-05,-1.6442076230305247e-05
214,0.00011581012222450227,0.002415755530819297,-0.0022999453358352184
215,1.023217828333145e-05,0.02841244265437126,-0.028402211144566536
216,0.0002344149979762733,4.682478447648464e-06,0.0002297325263498351
217,7.610199645569082e-06,0.0007743975729681551,-0.0007667873869650066
218,2.0940455215168186e-05,1.0383600965724327e-05,1.0556854249443859e-05
219,1.338565596142871e-07,1.2001487581514425e-09,1.3265641030102415e-07
220,0.000646614411380142,7.33843374955967e-10,0.0006466136546805501
221,4.0471153539556326e-08,5.154782822813786e-09,3.531637204901017e-08
222,1.03705533049947e-08,3.330913322940887e-10,1.0037462416789822e-08
223,3.015553318164166e-08,3.460788600140319e-10,2.9809452684048665e-08
224,1.8412860924854613e-07,7.379362121362476e-10,1.8339066798489512e-07
225,6.878090541562187e-09,1.8495247000593906e-10,6.693138043800673e-09
226,1.0652147608425366e-07,6.065202784455437e-10,1.0591495680500884e-07
227,2.4116846297772554e-09,5.62189517161471e-10,1.8494951126157844e-09
228,1.9381729998713126e-08,1.2056029063955975e-08,7.325700934757151e-09
229,2.2955038758709634e-08,8.613011415192773e-10,2.2093738394346474e-08
230,1.6052334785854327e-06,2.6406508091270098e-09,1.6025928744056728e-06
231,3.966377789765829e-06,3.160659787226905e-07,3.6503117826214293e-06
232,6.032214514561929e-06,2.986224956202932e-08,6.0023521655239165e-06
233,2.6442512179869482e-08,1.696034928500012e-06,-1.6695923932275036e-06
234,8.252591942436993e-05,1.1732018689869506e-09,8.252474799519405e-05
235,0.00012564435019157827,1.3413906652104401e-09,0.00012564301141537726
236,0.00029652961529791355,5.896485077983016e-08,0.0002964706509374082
237,3.3553445973666385e-05,8.416107988296062e-08,3.3469284971943125e-05
238,0.004503678996115923,0.007456155959516764,-0.0029524769634008408
239,4.1893115849234164e-05,0.00021361949620768428,-0.00017172638035845011
240,5.5517855201969724e-08,0.00019513958250172436,-0.00019508406694512814
241,0.0015720620285719633,1.2010173122689594e-06,0.0015708609716966748
242,1.2539410363388015e-06,1.8470859286523478e-09,1.2520939662863384e-06
243,0.0009023048332892358,3.145411255900399e-07,0.0009019902790896595
244,0.0002760169154498726,0.00010790859960252419,0.00016810832312330604
245,0.00028273474890738726,0.0005061643896624446,-0.00022342964075505733
246,0.0008463566773571074,4.483916882236372e-07,0.000845908303745091
247,2.4247563487733714e-05,2.744852789504648e-09,2.4244818632723764e-05
248,0.0008646643254905939,1.2143096528305364e-09,0.0008646631031297147
249,0.00011859832011396065,3.5407984877444676e-10,0.00011859796359203756
250,2.86204748789487e-08,2.111260888337796e-10,2.840934953951546e-08
251,6.201168023522996e-09,5.923191270795769e-09,2.77976752727227e-10
252,7.195433937567941e-08,2.093269169112233e-10,7.174501348572448e-08
253,2.4482162075400993e-08,1.4770468181879437e-10,2.4334458004204862e-08
254,1.7506193827898642e-08,6.0704015147905466e-09,1.1435792757197305e-08
255,5.742474584735646e-08,4.5007125804019665e-10,5.69746738676713e-08
256,6.35646074442775e-06,5.016667081747528e-10,6.355959158099722e-06
257,3.1781186748958135e-07,1.528061943645298e-08,3.0253124805312837e-07
258,1.1719110943886335e-06,1.5499711514266323e-09,1.170361088043137e-06
259,1.1866477933608621e-07,5.890549159559555e-10,1.1807572519728637e-07
260,0.0012082610046491027,3.357249478419533e-10,0.0012082606554031372
261,1.529564030988695e-08,0.012142004445195198,-0.012141989544034004
262,1.6592718310448618e-08,0.00014149378694128245,-0.0001414771977579221
263,0.005528921727091074,1.0301708819326905e-08,0.005528911482542753
264,0.001191308256238699,0.00015252974117174745,0.0010387785732746124
265,0.037438731640577316,4.5108004997018725e-05,0.03739362210035324
266,8.12765119917458e-06,0.00044594050268642604,-0.00043781285057775676
267,1.0974352335324511e-05,0.0045168143697083,-0.004505840130150318
268,0.011545349843800068,3.5248729091108544e-06,0.011541824787855148
269,5.729040822188836e-06,0.0505097359418869,-0.05050400644540787
270,0.0026231573428958654,3.0590314281653264e-07,0.0026228514034301043
271,0.00018224069208372384,4.192273905800903e-08,0.00018219876801595092
272,0.0008792612352408469,8.673109550727531e-05,0.0007925301324576139
273,0.0005425272393040359,1.3629161003336776e-05,0.0005288980901241302
274,1.5131201180906828e-08,2.9519671151945204e-09,1.2179233621623098e-08
275,3.164332085248134e-08,3.6034177810506662e-06,-3.571774414012907e-06
276,3.1205976824821846e-07,4.4081502337256495e-10,3.116189475349529e-07
277,7.526987610617653e-05,9.356132535387474e-10,7.52689375076443e-05
278,7.577337868269751e-09,1.939425287034169e-09,5.6379123591909774e-09
279,9.509658838169344e-09,5.6764073441684104e-09,3.833251494000933e-09
280,2.4155710320883372e-08,6.845771727270744e-10,2.3471132593044786e-08
281,3.994067654389255e-08,1.2178810737673018e-10,3.981888951898327e-08
282,1.2583488739892346e-07,4.727410640725793e-08,7.856078099166552e-08
283,8.997531040222384e-07,1.5351271642760622e-10,8.995995699478954e-07
284,1.0377542736250689e-07,2.1145716289083794e-08,8.26297110734231e-08
285,2.120159479090944e-06,1.4021582783740882e-09,2.1187572656344855e-06
286,1.6883770513231866e-05,6.437072652687448e-09,1.6877333109732717e-05
287,7.785032721585594e-06,1.2370486857093965e-09,7.783795808791183e-06
288,5.293245841642147e-09,0.0017455329652875662,-0.001745527726598084
289,0.007200140040367842,1.121006953930248e-09,0.007200139109045267
290,0.0009165695519186556,2.8999276313612654e-09,0.00091656664153561
291,0.09521844238042831,4.395184078020975e-06,0.09521404653787613
292,1.1073376299464144e-05,6.463105819420889e-05,-5.355768371373415e-05
293,0.030126623809337616,2.920836050179787e-05,0.030097415670752525
294,2.652258990565315e-05,0.00041116352076642215,-0.0003846409381367266
295,0.000861792010255158,1.7045555011918623e-07,0.0008616215782240033
296,1.060343151948473e-06,0.00492145074531436,-0.00492039043456316
297,2.134659780494985e-06,0.037976980209350586,-0.03797484561800957
298,7.760226435493678e-05,0.16311149299144745,-0.1630338877439499
299,0.04923237860202789,1.3740656868321821e-05,0.049218639731407166
300,0.0009280784288421273,0.0007520037470385432,0.0001760746818035841
301,0.0027505639009177685,1.4872656720399391e-05,0.0027356911450624466
302,0.0012285050470381975,1.2140377293690108e-05,0.0012163646752014756
303,9.26272818446705e-08,0.0001175310171674937,-0.00011743838695110753
304,0.0004049903363920748,2.1846424669291764e-09,0.00040498815360479057
305,3.6573607076206827e-07,5.871124919565318e-09,3.5986494140161085e-07
306,3.9623184733272865e-09,8.412790464262798e-09,-4.450471990935512e-09
307,2.811260380042313e-08,5.132089198056633e-10,2.7599394769595165e-08
308,3.424572980748053e-08,1.0780865089543568e-09,3.31676446307938e-08
309,1.8094484133257538e-08,1.0917188264514266e-09,1.7002765417828414e-08
310,3.540419857017696e-05,3.04588798627492e-09,3.540115358191542e-05
311,1.3702533578907605e-06,1.263103094339968e-10,1.3701270518140518e-06
312,2.5642215462085005e-08,7.0999162105067626e-09,1.8542298363399823e-08
313,1.671038951656101e-08,5.372344730858458e-06,-5.355634129955433e-06
314,7.0984147448882595e-09,0.00011402767268009484,-0.0001140205713454634
315,8.46621706074302e-09,0.014309138059616089,-0.014309129677712917
316,4.765713601528887e-09,0.006852497812360525,-0.006852493155747652
317,0.0021308991126716137,5.048643725302782e-09,0.0021308939903974533
318,4.537125164461031e-08,0.0006110203685238957,-0.0006109750247560441
319,0.028748709708452225,8.962255151345744e-07,0.028747813776135445
320,4.163045446148317e-07,0.005217412486672401,-0.005216996185481548
321,8.053222018133965e-07,6.476433190982789e-05,-6.395900709321722e-05
322,0.00024015933740884066,0.0003156959137413651,-7.553657633252442e-05
323,2.2179418124324002e-07,1.8851528693630826e-06,-1.663358716541552e-06
324,4.5167846110416576e-05,3.225774707971141e-05,1.2910099030705169e-05
325,0.00040790013736113906,1.0695372338886955e-06,0.00040683060069568455
326,8.793157576292288e-06,0.00022639482631348073,-0.00021760167146567255
327,5.427468295238214e-06,1.2483680222885596e-07,5.302631507220212e-06
328,0.0022366063203662634,2.319548548257444e-05,0.0022134108003228903
329,0.00010684028529794887,1.3228077477833722e-07,0.0001067080011125654
330,2.033301643677987e-05,1.9136166429234436e-08,2.031388066825457e-05
331,4.667946882364049e-07,3.3129079479721213e-09,4.6348176852006873e-07
332,5.2172541472828016e-05,2.7744078145985895e-09,5.2169765694998205e-05
333,2.3225448231301016e-08,8.056949951651404e-08,-5.7344053061569866e-08
334,1.5539741937686813e-08,2.6682285270140937e-09,1.2871513632717324e-08
335,2.2951756051270422e-08,9.932133587797765e-11,2.2852434611309036e-08
336,2.9186855599050432e-08,5.590714557968113e-10,2.862778458734283e-08
337,2.446241786913106e-08,1.0586165277715054e-09,2.340380156340416e-08
338,1.6978486883090227e-07,2.7651239631332203e-10,1.6950835401985387e-07
339,1.3409727728230791e-07,2.65360011741933e-10,1.3383191799221095e-07
340,3.124539205145993e-08,8.765045436121e-07,-8.452591373497853e-07
341,0.012198030017316341,6.782958639206527e-09,0.012198023498058319
342,0.0038941095117479563,1.595973664336725e-08,0.003894093446433544
343,0.0006436010007746518,2.9193236716906767e-09,0.0006435980903916061
344,0.012114410288631916,4.276816234494163e-09,0.012114405632019043
345,0.0006400325801223516,9.491392560789791e-09,0.0006400230922736228
346,0.33826351165771484,6.065044362912886e-05,0.3382028639316559
347,4.709785571321845e-06,0.0030566141940653324,-0.003051904495805502
348,5.98095724058112e-08,4.2023857531603426e-06,-4.142576017329702e-06
349,1.0083586188258664e-09,5.218347496338538e-07,-5.208264042266819e-07
350,0.011035093106329441,8.652811084175482e-05,0.010948564857244492
351,0.00012919834989588708,7.846550147405651e-07,0.0001284136960748583
352,1.4788852240599226e-06,7.40650066290982e-05,-7.258612458826974e-05
353,0.0001880073396023363,4.9352634960087016e-05,0.00013865470828022808
354,0.0011575105600059032,0.00014779684715904295,0.0010097137419506907
355,1.3176409993320704e-05,3.5684794852386403e-07,1.2819562471122481e-05
356,0.00032045957050286233,5.40378437108302e-07,0.00031991919968277216
357,0.0017149669583886862,2.31862304644892e-06,0.0017126483144238591
358,2.292380031576613e-06,8.471316448321886e-08,2.207666966569377e-06
359,6.076997749460133e-08,7.60806315724949e-08,-1.531065407789356e-08
360,6.226897397709763e-08,8.52287396213569e-09,5.374609912678352e-08
361,7.677694924268508e-08,3.888890098835418e-09,7.28880564793144e-08
362,5.9146152864286705e-08,1.4978913664975835e-09,5.764826127574452e-08
363,2.136190957457984e-08,9.926647281943701e-10,2.0369244069229353e-08
364,1.2379583580468534e-08,3.4608613197484317e-10,1.2033497753805023e-08
365,2.9959352332298295e-08,8.596516831715917e-10,2.9099700427082098e-08
366,4.659626995362487e-08,2.9108890853279945e-09,4.368538242260911e-08
367,3.251497275869042e-07,1.6843945127575921e-09,3.2346534339922073e-07
368,7.14124226419699e-08,2.0705263281683983e-08,5.0707157583929074e-08
369,2.1360891722110864e-08,1.6926585999499366e-07,-1.4790497004923964e-07
370,9.746528667164966e-05,1.2326142773133597e-08,9.745296119945124e-05
371,1.1635039243174106e-07,3.794479042085186e-08,7.840560556360288e-08
372,3.873679816024378e-06,0.003892086911946535,-0.0038882133085280657
373,0.015178581699728966,2.9897597642047913e-07,0.015178282745182514
374,0.007980366237461567,8.022087058634497e-06,0.00797234382480383
375,1.0324455246291109e-07,7.756422064630897e-07,-6.723976753164607e-07
376,0.0003297423536423594,5.215404598857276e-06,0.0003245269472245127
377,3.164442750858143e-05,2.6112586056115106e-05,5.531841452466324e-06
378,7.766504381834238e-07,0.0011860905215144157,-0.0011853139149025083
379,0.012683014385402203,1.5352194182582934e-08,0.012682999484241009
380,5.626185384244309e-07,1.0283319085147014e-07,4.597853546783881e-07
381,0.0001524878025520593,0.00015522900503128767,-2.7412024792283773e-06
382,1.9075422130754305e-08,8.433518814854324e-06,-8.414443072979338e-06
383,2.677367376691109e-07,2.5016792193355286e-08,2.4271994902846927e-07
384,1.0183654239881434e-06,7.493706107197795e-06,-6.475340796896489e-06
385,5.1423445057707795e-08,3.741076000096655e-07,-3.2268414429381664e-07
386,1.600658265488164e-06,1.4213477697921917e-05,-1.2612819773494266e-05
387,5.759281975770136e-07,1.6832968796620662e-08,5.590952127931814e-07
388,9.011660750957162e-08,3.68265556938141e-10,8.974834031505452e-08
