dim,gate_a_anchor,gate_b_anchor,gate_a_minus_b_anchor
147,1.878871387361869e-07,2.3308109220465667e-08,1.6457903484479175e-07
148,1.1269631983168438e-07,2.7468697538779452e-08,8.52276258456186e-08
149,3.522371727626705e-08,4.09270853651833e-07,-3.74047147033707e-07
150,2.7101132005213913e-08,3.3015446661011083e-06,-3.2744435429776786e-06
151,1.5785239781962446e-07,8.358808400998896e-08,7.42643138096355e-08
152,0.0002368683199165389,7.760699105574531e-08,0.00023679071455262601
153,9.79832184384577e-05,1.0064208026960841e-06,9.697680070530623e-05
154,0.00016522548685315996,0.017675479874014854,-0.017510253936052322
155,1.4542107464876608e-06,2.8895233299408574e-06,-1.4353125834531966e-06
156,8.453502431393645e-08,3.6947014450561255e-05,-3.6862478737020865e-05
157,8.442738419489615e-08,2.622050124045927e-05,-2.6136074666283093e-05
158,3.1680096412856074e-07,1.8632446199262631e-06,-1.546443627375993e-06
159,1.5124447827474796e-07,1.2885852811450604e-06,-1.1373408597137313e-06
160,2.8522543971121195e-07,4.96563465901545e-08,2.3556908956834377e-07
161,3.494735381082137e-07,1.0494418489770396e-07,2.445293603159371e-07
162,1.2899273826860735e-07,2.7396332313855964e-08,1.0159640595475139e-07
163,2.410329216218088e-07,2.6115547058225275e-08,2.1491737811629719e-07
164,4.4460310277827375e-07,3.098424627978602e-08,4.136188636039151e-07
165,1.0717622700440188e-07,5.051215978824075e-08,5.666406721616113e-08
166,2.906513714151515e-07,2.5657758584429757e-08,2.6499361638343544e-07
167,1.0465276290005932e-07,2.4738298520787794e-08,7.991446437927152e-08
168,1.2711163321910135e-07,6.019958220804256e-08,6.691205101105879e-08
169,1.7560738285737898e-07,2.0779353349098528e-08,1.5482802950828045e-07
170,4.3398216575951665e-07,4.199723235842612e-08,3.919849405065179e-07
171,9.698997160967338e-08,2.1991960252876197e-08,7.499801313315402e-08
172,1.024197473498134e-07,2.6121027119074824e-08,7.629871845438174e-08
173,6.708826276735635e-07,2.169159429854517e-08,6.491910085060226e-07
174,9.345972529217761e-08,6.562706289514608e-08,2.7832662397031527e-08
175,0.0006560570327565074,6.4630159002376786e-09,0.000656050571706146
176,6.354378712103426e-08,6.373463179443206e-07,-5.738025379287137e-07
177,1.4882556342854514e-07,5.384732730817632e-07,-3.8964770965321804e-07
178,1.8821782532540965e-07,7.929251921723335e-08,1.089253061081763e-07
179,1.3062995094514918e-05,1.7315741729362344e-07,1.2889837307739072e-05
180,5.0111239602301794e-08,1.0219129080724088e-06,-9.718016826809617e-07
181,3.767425482692488e-07,6.581519119208679e-05,-6.543844938278198e-05
182,0.00026828705449588597,2.19942467083456e-06,0.0002660876198206097
183,8.30975693588698e-07,3.2884050597203895e-05,-3.205307439202443e-05
184,4.902829459751956e-06,5.007277650292963e-06,-1.0444819054100662e-07
185,1.6483389231325418e-07,6.708349076234299e-08,9.775040155091119e-08
186,7.3132528086716775e-06,0.00032218045089393854,-0.00031486721127294004
187,2.1599591946142027e-06,6.306551370016678e-08,2.0968936951248907e-06
188,0.01069585233926773,5.0686747243844366e-08,0.010695802047848701
189,1.2809954341719276e-07,4.474079773331141e-08,8.335874213116767e-08
190,7.724282369281354e-08,1.8028364578981382e-08,5.9214457337475324e-08
191,5.710605677222702e-08,5.827758542409356e-08,-1.171528651866538e-09
192,2.872597235636931e-07,2.996178949388195e-08,2.572979269643838e-07
193,1.0297525676605801e-07,2.832286583043242e-08,7.465239093562559e-08
194,7.102586607743433e-08,7.237505883495032e-08,-1.3491927575159934e-09
195,4.8187647649911014e-08,6.764303606132671e-08,-1.9455388411415697e-08
196,3.362750433666406e-08,6.171962496637207e-08,-2.8092120629708006e-08
197,1.545402454894429e-07,3.9317079369993735e-08,1.1522316611944916e-07
198,3.0752821089663485e-07,5.823225635026574e-08,2.4929596520451014e-07
199,1.4476927390205674e-07,2.3862032350052687e-08,1.2090724510471773e-07
200,1.404354037504163e-07,5.2644693937509146e-08,8.779070981290715e-08
201,3.403170012461487e-07,6.568591714994909e-08,2.7463107699077227e-07
202,8.20828336145496e-06,1.491901180372679e-08,8.193364010367077e-06
203,1.3419502238321002e-06,1.05971365016444e-08,1.3313531326275552e-06
204,4.134589204340955e-08,3.529198693286162e-07,-3.11573984390634e-07
205,4.573475465008414e-08,4.167732114979117e-08,4.057433500292973e-09
206,3.9721120970170887e-07,3.710870828399493e-07,2.6124126861759578e-08
207,7.955513865454122e-06,0.07128328830003738,-0.07127533107995987
208,0.00021499193098861724,0.0005047289887443185,-0.00028973707230761647
209,0.01075000874698162,5.245278202892223e-07,0.010749484412372112
210,1.6886482626432553e-05,1.5844391043629003e-07,1.672803955443669e-05
211,1.5714989785919897e-05,0.00039563453174196184,-0.00037991954013705254
212,0.010373394005000591,0.024231404066085815,-0.013858010061085224
213,1.3032280321567669e-06,0.0007691164501011372,-0.0007678132387809455
214,0.014511583372950554,0.058173034340143204,-0.0436614528298378
215,1.1271959010628052e-06,0.025220837444067,-0.025219710543751717
216,7.975682336791579e-08,4.911433643428609e-05,-4.9034581024898216e-05
217,1.0219825696822227e-07,2.184667557969533e-08,8.035158316488378e-08
218,1.882613787529408e-06,4.2444003867103675e-08,1.8401698298475822e-06
219,6.749049248355732e-07,3.9537795260002895e-08,6.35367143786425e-07
220,7.589346751046833e-07,2.4218255845198655e-08,7.347164228121983e-07
221,1.0283786622267144e-07,2.5744819609485603e-08,7.709304838954267e-08
222,1.35374961018897e-07,2.883811056619834e-08,1.0653685222905551e-07
223,4.7628692101397974e-08,3.077891364000607e-08,1.6849778461391907e-08
224,2.87136430188184e-07,1.99432523828591e-08,2.671931724762544e-07
225,1.915574472377557e-07,4.165205425010754e-08,1.4990538943493448e-07
226,2.257257420978931e-07,2.084373917909943e-08,2.0488199936607998e-07
227,5.289652804663092e-08,1.1208936889772758e-08,4.168759204503658e-08
228,1.0487654833468696e-07,2.543804278332118e-08,7.943850732772262e-08
229,1.1273114353116398e-07,5.5154014688696407e-08,5.757712884246757e-08
230,1.2057986964464362e-07,5.954319348688841e-08,6.103667260504153e-08
231,1.011032182418603e-07,3.590494301874969e-08,6.519827877582429e-08
232,7.492898816963134e-07,6.153684495302514e-08,6.877530154270062e-07
233,8.214900049097196e-08,1.2315360436332412e-05,-1.2233211236889474e-05
234,1.681006551734754e-07,2.7018280889024027e-05,-2.685018080228474e-05
235,0.00019939910271205008,1.450926845336653e-07,0.00019925400556530803
236,0.01605840027332306,6.913391104035327e-08,0.016058331355452538
237,1.0392185686214361e-05,5.064490338213545e-08,1.0341540473746136e-05
238,1.0337169442209415e-05,6.823054832238995e-08,1.026893914968241e-05
239,1.687770964053925e-05,1.4936949455091053e-08,1.6862772099557333e-05
240,0.006026867311447859,6.487699124591018e-07,0.006026218645274639
241,0.015675775706768036,0.05320880562067032,-0.03753302991390228
242,0.005838009063154459,2.386621872574324e-06,0.005835622549057007
243,7.332985774155532e-07,1.1740957006622921e-07,6.158890073493239e-07
244,8.845707384352863e-07,3.8993598536762875e-06,-3.01478917208442e-06
245,6.320500460788026e-07,4.7730637220411154e-08,5.843194230692461e-07
246,1.692504838501918e-07,1.6267968305783143e-07,6.570800792360387e-09
247,1.583295102136617e-06,1.4563216410579116e-08,1.5687319319113158e-06
248,3.0658819127893366e-07,2.7125850010634167e-08,2.794623412682995e-07
249,1.181552065077085e-07,3.6754439491915036e-08,8.140077056850714e-08
250,1.4822046523477184e-07,3.967877049149138e-08,1.0854169829599414e-07
251,8.304461118768813e-08,3.707281948095442e-08,4.597179170673371e-08
252,2.9662768952221086e-07,2.0066803330109906e-08,2.7656088263938727e-07
253,1.8478554864032048e-07,8.914196314435685e-08,9.564358549596363e-08
254,1.7603326796233887e-07,6.788511797140018e-08,1.0814814999093869e-07
255,9.50813614508661e-08,3.032977602401843e-08,6.475158897956135e-08
256,1.2665327631111722e-07,6.300240329437656e-08,6.365087301674066e-08
257,6.6204137283421e-08,2.6838474553869673e-08,3.936566272955133e-08
258,2.822468161411962e-07,2.8579544064655238e-08,2.5366728095832514e-07
259,1.5150520482620777e-07,1.301602452485895e-07,2.1344959577618283e-08
260,3.0829241950414144e-06,2.70433506699419e-08,3.0558808248315472e-06
261,0.00021600058244075626,5.324561680453144e-09,0.00021599525643978268
262,0.00016771051741670817,1.9768513936924137e-08,0.00016769075591582805
263,0.021733801811933517,1.994585772990831e-06,0.02173180691897869
264,0.3392176330089569,3.270073989369848e-08,0.3392176032066345
265,7.772109529469162e-05,4.94602048206616e-08,7.76716333348304e-05
266,7.797549187671393e-06,4.7545847792207496e-07,7.322090823436156e-06
267,0.0006689264555461705,0.006756196264177561,-0.006087269634008408
268,0.0626383125782013,0.03773956000804901,0.024898752570152283
269,1.3657067029271275e-05,6.586909506722805e-08,1.3591197784990072e-05
270,0.00010396980360383168,0.0004954381729476154,-0.0003914683766197413
271,1.530350709799677e-05,3.48824897855593e-07,1.4954682228562888e-05
272,2.0051358262662689e-07,2.5812944386416348e-06,-2.3807808702258626e-06
273,2.254452056149603e-07,1.2349207167972054e-07,1.0195313393523975e-07
274,1.7593862366993562e-07,2.2259013121583848e-07,-4.665150754590286e-08
275,7.84236178219544e-08,6.110433758976797e-08,1.731928023218643e-08
276,1.1381312248204267e-07,6.068666635883346e-08,5.312645612320921e-08
277,2.9533831025219115e-07,2.9158350400848576e-08,2.6617996695676993e-07
278,5.982494144518569e-08,5.3430294855161264e-08,6.394646590024422e-09
279,9.882240448177981e-08,6.263671536999027e-08,3.618568911178954e-08
280,2.1028156993452285e-07,6.291870136010402e-08,1.4736286857441883e-07
281,1.0956412666018878e-07,1.4838613004997114e-08,9.472551454337008e-08
282,2.875760287679441e-07,1.3857230385383446e-07,1.4900372491410963e-07
283,9.885276597287884e-08,5.802215596872884e-08,4.083061000415e-08
284,1.3020967060128896e-07,7.566317350438112e-08,5.454649709690784e-08
285,1.567491949572286e-07,1.708392893817745e-08,1.3966526068998064e-07
286,1.8273621549269592e-07,3.010856275409424e-08,1.52627649185888e-07
287,1.0110683206221438e-06,3.314520213848482e-08,9.77923150458082e-07
288,0.00016717062680982053,3.2655179893481545e-08,0.00016713797231204808
289,0.0010578399524092674,1.7067122826119885e-08,0.0010578228393569589
290,1.441328265627817e-07,3.0767252610530704e-05,-3.062311952817254e-05
291,7.480301519535715e-06,7.983594940697003e-08,7.400465619866736e-06
292,0.000518385844770819,3.44013751600869e-05,0.00048398447688668966
293,0.0032327340450137854,9.489180229138583e-05,0.0031378422863781452
294,0.0031530947890132666,6.436218245653436e-05,0.0030887327156960964
295,0.0008262557676061988,3.803090748988325e-07,0.0008258754387497902
296,5.537117999665497e-07,4.501372131926473e-06,-3.947660388803342e-06
297,0.022552890703082085,0.0009644626989029348,0.02158842794597149
298,0.05475495383143425,0.0011840823572129011,0.05357087031006813
299,6.650786963291466e-05,8.21595767774852e-06,5.8291912864660844e-05
300,7.761077540635597e-06,1.598054240048441e-07,7.601272045576479e-06
301,1.832318190508886e-07,2.3576249077450484e-06,-2.1743931029050145e-06
302,1.792762986951857e-07,3.0046749088796787e-06,-2.8253984964976553e-06
303,1.1896091223206895e-07,3.168896256511289e-08,8.727194966695606e-08
304,1.2140047545017296e-07,5.034633332456906e-08,7.105414567831758e-08
305,4.271125533250597e-07,4.719534985042628e-08,3.7991719636920607e-07
306,9.34105415240083e-08,3.0098739500772353e-08,6.331180202323594e-08
307,7.752502995117538e-08,4.6082377025413734e-08,3.144265292576165e-08
308,1.8010300095738785e-07,3.517013880127706e-08,1.4493286926153814e-07
309,1.5343384518473613e-07,5.964685811932213e-08,9.3786987065414e-08
310,4.285654995328514e-07,9.506339893050608e-08,3.335021006023453e-07
311,5.199059316396415e-08,1.877673660999335e-08,3.321385833032764e-08
312,1.1178647696397093e-07,2.686034328291953e-08,8.492613545740824e-08
313,4.2242831455041596e-08,7.854530537088067e-08,-3.630247391583907e-08
314,9.462526406878169e-08,1.7266576151087065e-06,-1.6320323084073607e-06
315,1.5759999882902775e-07,9.764444541815465e-08,5.995555341087311e-08
316,3.4681722382856606e-08,4.32742081102333e-06,-4.292739049560623e-06
317,5.703163333237171e-05,1.8272878321567987e-08,5.701335976482369e-05
318,6.025464358572208e-07,0.031381357461214066,-0.031380753964185715
319,0.003764430759474635,1.45107819093937e-08,0.0037644163239747286
320,9.700213558971882e-05,0.02887910231947899,-0.02878209948539734
321,0.00011443519179010764,0.0038376012817025185,-0.00372316618449986
322,0.0014764127554371953,1.088131853066443e-06,0.001475324621424079
323,5.96242557548976e-07,6.688095891149715e-05,-6.628471601288766e-05
324,0.004966428969055414,2.1318724975571968e-05,0.004945110063999891
325,0.00030022463761270046,0.0953742116689682,-0.09507399052381516
326,1.5283450238712248e-07,0.008038818836212158,-0.008038666099309921
327,1.3677177435056365e-07,1.222329615302442e-07,1.4538812820319436e-08
328,0.0017305453075096011,1.4541876680596033e-07,0.0017303999047726393
329,8.149447694449918e-08,1.1103803387868538e-07,-2.95435569341862e-08
330,4.4117115294284304e-08,2.2099573016021168e-07,-1.7687861486592737e-07
331,5.0821604702377954e-08,4.552509125232973e-08,5.296513450048224e-09
332,3.6824354765485623e-07,7.928223055841954e-08,2.8896130288558197e-07
333,1.5015109511296032e-07,2.974513257925082e-08,1.2040595720463898e-07
334,3.935031855917259e-08,6.331440260964882e-08,-2.396408405047623e-08
335,1.4974297357639443e-07,1.9021420882836537e-08,1.3072155979898525e-07
336,7.490717024438709e-08,3.034765683196383e-08,4.455951341242326e-08
337,1.307113137727356e-07,6.638191507590818e-08,6.432939869682741e-08
338,1.4927303482181742e-07,4.394511066152518e-08,1.0532792771300592e-07
339,9.743774853632203e-08,3.694723815783618e-08,6.049050682577217e-08
340,5.831261518096653e-08,2.0530217526015804e-08,3.778239943130757e-08
341,0.00025269086472690105,3.9206248914069874e-08,0.00025265166186727583
342,0.00012121794134145603,3.8339258878750115e-08,0.0001211796043207869
343,5.541615877291406e-08,0.00021203049982432276,-0.00021197508613113314
344,1.1224646101481994e-07,3.0369576506927842e-06,-2.924711225205101e-06
345,0.00015501830785069615,1.639317481760827e-08,0.00015500190784223378
346,4.428448301041499e-05,3.8700363802490756e-08,4.4245782191865146e-05
347,3.304672802073583e-08,0.02178378775715828,-0.021783754229545593
348,3.464455221546814e-05,1.7485821445006877e-05,1.715873077046126e-05
349,8.565838652430102e-05,1.9829822122119367e-06,8.367540431208909e-05
350,8.958312491813558e-07,0.13768519461154938,-0.13768430054187775
351,1.818707602296854e-07,0.00043723516864702106,-0.0004370532988104969
352,0.00015509029617533088,1.093802211471484e-06,0.00015399648691527545
353,0.00026517556398175657,1.1675051148074544e-08,0.0002651638933457434
354,0.001159847597591579,1.2279537386916672e-08,0.0011598353739827871
355,7.424734212690964e-05,2.363162465712776e-08,7.422370981657878e-05
356,2.168491846532561e-06,2.1813669093262433e-07,1.95035522665421e-06
357,1.7412741470934634e-08,4.997876885681762e-07,-4.823749577553826e-07
358,7.951133011374623e-05,2.414496513836184e-08,7.948718848638237e-05
359,3.133537575195078e-06,2.3267777038427084e-08,3.1102697448659455e-06
360,4.9363606535735016e-08,2.3489349132432835e-08,2.587425740330218e-08
361,1.978165187210834e-07,3.012039329064464e-08,1.6769612898315245e-07
362,1.0394495575383189e-07,5.3541899802667103e-08,5.040305595116479e-08
363,1.347607820889607e-07,6.702835975147536e-08,6.773242233748533e-08
364,2.152530669263797e-07,2.7130765190008788e-08,1.8812229996001406e-07
365,5.28311900893641e-08,4.2457688920194414e-08,1.0373501169169685e-08
366,1.5674054054670705e-07,1.00895732657591e-07,5.5844807889116055e-08
367,2.632953055581311e-07,2.8859677314585497e-08,2.3443563179625926e-07
368,3.8563555904147506e-07,6.087214643457628e-08,3.2476341971232614e-07
369,1.0380131243437063e-07,3.2561324303514994e-08,7.123998813085564e-08
370,1.2620017741937772e-07,3.36087779828631e-08,9.259139943651462e-08
371,1.2684256489592372e-07,2.343403870952443e-08,1.0340852441004245e-07
372,1.0505740419830545e-06,2.103252683127721e-07,8.402487878811371e-07
373,1.2638939551834483e-05,3.5857034674791066e-08,1.2603082723217085e-05
374,5.933559077675454e-05,1.7625692905198775e-08,5.9317964769434184e-05
375,0.0068886964581906796,3.7215929893363864e-08,0.006888659205287695
376,2.500262894500338e-07,1.1237033277211594e-06,-8.736770382711256e-07
377,1.5285420886357315e-05,0.025470038875937462,-0.025454754009842873
378,0.0011626488994807005,1.737950157121304e-07,0.0011624750914052129
379,0.00023320055333897471,2.0890008727292297e-06,0.0002311115531483665
380,5.1473762141540647e-08,0.0005750146810896695,-0.000574963225517422
381,2.0246395138201478e-07,0.280175119638443,-0.2801749110221863
382,4.821341121896694e-07,5.326410973793827e-05,-5.278197568259202e-05
383,0.00010739739082055166,7.691463466130699e-09,0.00010738970013335347
384,5.74660020902229e-07,8.161502762504824e-08,4.93044979066326e-07
385,2.4563184979342623e-06,1.643706859510985e-08,2.4398814275627956e-06
