dim,gate_a_anchor,gate_b_anchor,gate_a_minus_b_anchor
388,1.7675143126894e-08,8.290189090764954e-10,1.684612449537326e-08
389,5.921417141507845e-06,1.1991180270953805e-09,5.920217972743558e-06
390,2.475546212465929e-09,2.2605056715363503e-10,2.249495700823445e-09
391,2.4138546717011877e-09,2.351966676972239e-10,2.178657920737237e-09
392,3.522778291298323e-09,2.6661900465185795e-10,3.2561593421576163e-09
393,9.811159662476143e-10,4.74077499479364e-10,5.070384667682504e-10
394,2.3817247551960463e-07,1.329133608729549e-10,2.3803956139545335e-07
395,2.192948711510212e-09,2.2930715104507726e-09,-1.0012279894056064e-10
396,1.0894658508675548e-08,3.807904658259531e-09,7.0867538504160166e-09
397,3.3853183367682504e-08,2.0110666909545216e-08,1.3742516458137288e-08
398,9.155736506727408e-07,1.1918813491718083e-08,9.036548362928443e-07
399,3.912224201485515e-06,3.831669346254785e-06,8.055485523073003e-08
400,2.29482029681094e-05,4.3754109668725505e-08,2.2904448996996507e-05
401,3.3499956771265715e-05,5.193934953240387e-07,3.298056253697723e-05
402,1.0858547284442466e-05,1.6977772077098052e-07,1.0688769179978408e-05
403,2.8679412480414612e-06,5.580471224675421e-06,-2.7125299766339594e-06
404,0.009085094556212425,2.5992609153036028e-05,0.009059102274477482
405,3.817712786258198e-05,0.0005704604554921389,-0.0005322833312675357
406,1.3085439398707877e-08,0.001971709541976452,-0.0019716965034604073
407,1.6723959106457187e-06,4.3797837179226917e-07,1.2344175956968684e-06
408,8.311188821608084e-07,1.4179577192408033e-05,-1.3348458196560387e-05
409,9.667876383900875e-07,6.03058879278251e-07,3.6372875911183655e-07
410,7.05652837496018e-07,9.196610584183418e-09,6.964562544453656e-07
411,2.9273221571202157e-06,9.039897719276269e-09,2.9182822345319437e-06
412,4.405980913446683e-09,1.2486425227109521e-08,-8.080444757752048e-09
413,3.9866266888566315e-05,5.876427621842595e-06,3.398983972147107e-05
414,8.724372491997201e-06,8.256448040810938e-07,7.898727744759526e-06
415,2.233288796560373e-06,4.695129064202774e-06,-2.461840267642401e-06
416,1.5995099689192216e-09,3.911367230102769e-09,-2.31185737220585e-09
417,4.82171191862335e-09,3.9803116358427815e-09,8.414002827805689e-10
418,3.997537874056434e-07,3.270500981145119e-09,3.9648327287977736e-07
419,2.0956807122995968e-10,2.6630198046717624e-09,-2.4534516640528636e-09
420,2.04492267563694e-09,5.313426920672271e-10,1.5135799280585616e-09
421,6.0218363628905536e-09,1.9341446222398417e-09,4.087691962695317e-09
422,2.240616758797387e-08,3.4010019800412294e-10,2.2066068083859136e-08
423,8.290791941867326e-10,3.2188451903891746e-09,-2.3897659406912908e-09
424,4.159934405834065e-07,4.160992439494748e-09,4.118324454793765e-07
425,2.504583873630395e-09,7.851842269701592e-07,-7.826796490917332e-07
426,2.5956435365515063e-06,1.2719891806511896e-10,2.5955164346669335e-06
427,2.9492293833754957e-06,3.235728074368893e-10,2.94890583063534e-06
428,7.589969763799331e-10,6.9916336542519275e-06,-6.990874680923298e-06
429,6.371367817337159e-06,1.3032849244254407e-09,6.3700645114295185e-06
430,2.2663377308163035e-07,0.00013056810712441802,-0.00013034147559665143
431,4.567039286484942e-05,4.384830845083343e-06,4.1285562474513426e-05
432,0.0003164734225720167,0.00047866461682133377,-0.00016219119424931705
433,0.0013441977789625525,1.851445290412812e-06,0.001342346309684217
434,2.8146561817266047e-05,0.0012884902535006404,-0.0012603437062352896
435,0.0006137467571534216,9.435343599761836e-06,0.0006043114117346704
436,8.270418220490683e-06,9.6780593139556e-07,7.302612175408285e-06
437,2.21275342937588e-07,3.481988528619695e-07,-1.269235099243815e-07
438,1.1969192200922407e-05,1.7332525692470568e-10,1.1969018487434369e-05
439,1.2880995825526043e-08,1.369025994790718e-05,-1.367737877444597e-05
440,7.2857000432691166e-09,2.730371488723904e-05,-2.7296429834677838e-05
441,3.7947575037833303e-07,4.791783794644289e-06,-4.412308044265956e-06
442,2.3226725431868545e-07,6.990776455495507e-07,-4.668103770200105e-07
443,5.949384984660355e-08,1.1034221358841023e-07,-5.084836374180668e-08
444,2.98734477155449e-08,1.2856349762557784e-08,1.7017097064808695e-08
445,6.69679067755169e-08,1.1563522361868195e-09,6.581155531648619e-08
446,9.037947612533515e-10,8.198600880859885e-06,-8.197696843126323e-06
447,2.3335951837566427e-08,2.0064438999156664e-10,2.313530700348565e-08
448,1.4466804421076063e-09,1.4756826316464355e-10,1.299112151187387e-09
449,5.555877979901425e-09,5.342652015238869e-11,5.502451383421203e-09
450,9.694789859793218e-09,1.7774683114257783e-10,9.51704315355073e-09
451,1.0754923174260966e-08,2.3236443880136903e-09,8.431278786247276e-09
452,1.7809209662544845e-09,3.100016077173251e-10,1.470919386292735e-09
453,2.497137829848839e-09,6.474589753224791e-08,-6.224875903626526e-08
454,1.4457149921653922e-09,5.510541086550802e-06,-5.509095444722334e-06
455,1.1977491221060177e-09,2.7784353733295575e-05,-2.778315683826804e-05
456,8.768408221726531e-09,1.339021218882408e-05,-1.3381443750404287e-05
457,1.992997022171039e-05,4.218392746224708e-09,1.992575198528357e-05
458,2.5996307158493437e-05,6.570011464646086e-06,1.942629569384735e-05
459,3.1028032481117407e-06,9.416663715455798e-08,3.0086366678006016e-06
460,0.0003586102102417499,3.47535035416513e-07,0.000358262681402266
461,6.537695753650041e-07,5.081563614339757e-09,6.486880010925233e-07
462,3.0813505418336717e-06,9.575938264561046e-09,3.07177469949238e-06
463,0.00011134251690236852,3.686776324229868e-07,0.00011097383685410023
464,1.1844653045045561e-06,4.604246583994609e-08,1.138422817348328e-06
465,2.9080556487315334e-06,4.3287245315992706e-11,2.9080124477331992e-06
466,6.24828032869118e-07,7.493510202039033e-05,-7.431027188431472e-05
467,1.065299173319545e-07,4.851140147366095e-06,-4.7446101234527305e-06
468,5.427078576758504e-05,3.0143194607035184e-08,5.424064147518948e-05
469,9.088164887316452e-08,0.0001922302326420322,-0.00019213935593143106
470,1.2565490578708705e-05,2.1844230104761664e-06,1.0381067113485187e-05
471,0.009561852551996708,2.2305945890366274e-07,0.0095616290345788
472,9.313607662875256e-10,2.7131241697730957e-10,6.600483493102161e-10
473,2.0446964121845213e-09,2.9049532557223756e-08,-2.7004835700950025e-08
474,1.116699763770157e-07,3.4910302426638395e-10,1.1132087252008205e-07
475,5.4899036427968895e-09,2.957424305449763e-10,5.194161101229611e-09
476,2.8559417053486413e-09,2.1840393382710488e-10,2.637537743765961e-09
477,1.3676638710435896e-09,9.087810365349114e-11,1.2767857882067801e-09
478,3.7959551058008856e-09,4.137398756931532e-10,3.382215174596581e-09
479,3.966006900668617e-08,9.882748092104876e-11,3.956124317028298e-08
480,5.875148758605064e-07,1.9818620355938066e-10,5.873166628589388e-07
481,3.428195727295247e-09,8.565657072523436e-10,2.571630020042903e-09
482,1.7600214619051258e-09,8.092739881249145e-05,-8.092563803074881e-05
483,0.00012059621803928167,6.475518732340646e-11,0.00012059615255566314
484,1.0017365825731872e-09,5.8515190914931736e-08,-5.751345355520243e-08
485,9.547768968332093e-06,4.5646359581041906e-08,9.502122338744812e-06
486,0.0010278744157403708,4.143316255067475e-05,0.00098644127137959
487,0.0009867209009826183,4.0468080442224164e-07,0.000986316241323948
488,7.741104646186159e-09,1.7898381388103957e-10,7.562120707405029e-09
489,8.86593716131756e-06,3.633822700521705e-07,8.5025549196871e-06
490,1.3808569292450557e-06,1.5696235777795664e-06,-1.8876664853451075e-07
491,1.0124637810804415e-05,1.0437978744448628e-05,-3.133409336442128e-07
492,2.2486172923663617e-09,3.5470401371640037e-07,-3.524554017531045e-07
493,0.00195573759265244,3.7455243727890775e-05,0.0019182823598384857
494,0.0001007050450425595,7.778955932735698e-07,9.992715058615431e-05
495,0.00022295329836197197,1.5228961274260655e-06,0.0002214303967775777
496,6.860099688310584e-08,3.105465657426976e-05,-3.098605520790443e-05
497,2.6545935227773043e-08,0.0014743247302249074,-0.0014742981875315309
498,4.979789082426578e-06,2.2126323528937064e-07,4.758525847137207e-06
499,1.8654459665867762e-07,1.2843771401094273e-05,-1.2657226761803031e-05
500,9.625157337822543e-10,1.4487484804703854e-05,-1.4486522559309378e-05
501,1.3240488705434927e-09,5.7301708693557885e-06,-5.728846645070007e-06
502,1.6315553352796996e-09,1.6011976189389543e-09,3.0357716340745355e-11
503,8.037397414284442e-10,9.7376107177638e-10,-1.7002133034793587e-10
504,1.7683530195711228e-09,3.0372669657108275e-11,1.737980315219545e-09
505,1.9551125163275174e-09,3.222394018287389e-10,1.6328731700099297e-09
506,4.161779365574603e-09,1.506304636578193e-09,2.65547472899641e-09
507,7.31726146341316e-08,6.635735017024302e-11,7.310625704803897e-08
508,5.935164040238305e-07,1.2548183603300345e-09,5.922615855524782e-07
509,0.10679513216018677,9.382196131113574e-10,0.10679513216018677
510,1.857946574368441e-09,4.1126611449726624e-07,-4.094081589300913e-07
511,2.2218882804736495e-05,2.5759381294676587e-09,2.2216307115741074e-05
512,5.5769637796743154e-09,6.970983790210994e-09,-1.3940200105366785e-09
513,1.1441370588727295e-05,2.2173174407669194e-09,1.1439153240644373e-05
514,3.905167744733262e-08,1.4994759600650553e-10,3.890173161380517e-08
515,3.991549601778388e-05,4.368333250681644e-09,3.991112680523656e-05
516,1.5999067670691147e-07,1.7955014142145842e-09,1.5819517784620984e-07
517,2.1808745032103616e-08,1.6214144693549315e-08,5.594600338554301e-09
518,5.96086329096579e-06,1.4143449789116858e-07,5.819428679387784e-06
519,0.002166655845940113,0.0007620453252457082,0.001404610462486744
520,4.256815699932304e-08,5.674763201568567e-07,-5.2490815960482e-07
521,2.63497895502951e-07,1.0986985898853163e-06,-8.352006943823653e-07
522,3.375239714387135e-07,0.0005404154071584344,-0.0005400778609327972
523,3.235704753024038e-06,1.8433969017905838e-08,3.2172708870348288e-06
524,2.5754476951078686e-07,1.0837226227522478e-08,2.467075432832644e-07
525,6.696774246250925e-09,0.0011011144379153848,-0.0011011076858267188
526,2.4803141513984883e-06,2.708870017187337e-09,2.4776052214292577e-06
527,1.1944692346332886e-08,0.049980632960796356,-0.04998062178492546
528,7.949913793936503e-08,0.0014124781591817737,-0.0014123986475169659
529,1.1318815040795016e-06,3.598798481441179e-10,1.131521571551275e-06
530,1.8314074701208938e-09,3.5682465315822753e-10,1.4745827892070906e-09
531,3.251512836754955e-09,5.188431906333335e-10,2.7326696461216216e-09
532,1.275192662575364e-08,3.6723205032451745e-10,1.2384694159095488e-08
533,2.618421035549545e-09,5.835068539461474e-10,2.034914237114549e-09
534,8.205008339423614e-10,5.248352419329194e-09,-4.427851418853379e-09
535,1.0316054677161901e-08,2.4586654934211083e-10,1.0070188238842093e-08
536,6.892216333653778e-05,5.417915560634867e-10,6.892162491567433e-05
537,0.003753073513507843,4.650232698910628e-10,0.0037530730478465557
538,2.2081509953864042e-09,0.00013572371972259134,-0.00013572150783147663
539,3.13521653083626e-08,3.5627675970317796e-05,-3.559632386895828e-05
540,0.05868219956755638,5.842338737238606e-07,0.05868161469697952
541,5.968818732071668e-05,5.93837903579697e-05,3.043969627469778e-07
542,4.926065230392851e-06,8.040281329613208e-09,4.918024842481827e-06
543,4.258515400579199e-05,1.3417355226863492e-08,4.257173713995144e-05
544,0.00019082249491475523,1.7576929911555794e-09,0.0001908207341330126
545,4.649153950708751e-09,7.353755937522521e-10,3.913778190423045e-09
546,2.075050575811588e-09,3.5468064041310754e-09,-1.4717558283194876e-09
547,6.93126094120089e-06,8.765213124206639e-07,6.054739515093388e-06
548,3.357339301146567e-05,1.3097990470001264e-09,3.3572083339095116e-05
549,8.014000741241034e-06,1.3791513708838465e-07,7.876085874158889e-06
550,2.4929846631494e-08,0.0005050029139965773,-0.0005049780011177063
551,1.58396957772311e-08,7.67815535596128e-08,-6.09418577823817e-08
552,1.365797963615023e-08,6.377998129636353e-10,1.302017960114199e-08
553,4.460097002834118e-08,7.164639725942834e-08,-2.704542723108716e-08
554,4.6686143839735905e-09,0.3686450123786926,-0.3686450123786926
555,1.7274518482324197e-09,7.159138704082579e-07,-7.14186398909078e-07
556,2.0913377738907002e-05,1.3150112998516761e-08,2.090022826450877e-05
557,1.8654460198774814e-09,1.3886638505766769e-08,-1.2021192929978497e-08
558,2.9790758748760027e-09,1.2769123536315874e-09,1.7021635212444153e-09
559,1.0374600734053274e-08,5.789372314879415e-10,9.79566383563224e-09
560,1.5157091137751877e-09,5.867727193020755e-09,-4.3520183012901725e-09
561,1.0719509901946367e-07,3.010575955197936e-10,1.0689404206232211e-07
562,6.623338766331699e-09,2.5582025386938767e-10,6.367518512462311e-09
563,3.9426132047992724e-07,1.6092459309557938e-10,3.941003967611323e-07
564,2.0345315476788528e-07,1.659967996392453e-10,2.03287157773957e-07
565,1.129977222902312e-09,0.0006105101201683283,-0.0006105090142227709
566,1.4405321735466714e-07,2.7479198916324776e-09,1.4130529280009796e-07
567,0.006726949475705624,8.92260665352751e-09,0.006726940628141165
568,7.094305232158149e-08,1.1732590365909346e-07,-4.6382851337511966e-08
569,1.4072305987156142e-07,9.61995212378497e-08,4.4523538633711723e-08
570,2.7095024890400055e-08,3.320439816434373e-07,-3.049489691875351e-07
571,4.486272700887639e-06,9.947947354760345e-09,4.476324647839647e-06
572,5.355087523639668e-06,0.00023580377455800772,-0.00023044868430588394
573,8.529791872824433e-10,1.3278970978358728e-10,7.201894636210682e-10
574,5.263911134534283e-06,1.7735462165546778e-07,5.086556484457105e-06
575,4.398816599859856e-06,6.434342481043132e-07,3.755382294912124e-06
576,3.6806486747309464e-08,5.288895863486687e-07,-4.920830747323635e-07
577,1.2169615729362704e-05,1.422579885002051e-06,1.074703595804749e-05
578,5.963001115105726e-08,0.05105232819914818,-0.0510522685945034
579,1.2934908966144576e-07,1.9652429728012066e-06,-1.8358938405071967e-06
580,0.005190359428524971,4.4692308165394934e-07,0.005189912393689156
581,2.547137682995526e-07,1.1657290244215801e-08,2.430564904898347e-07
582,2.307693058867244e-08,8.911126947452885e-09,1.4165803641219554e-08
583,1.6427788906980823e-08,3.3328426130019295e-10,1.609450528405887e-08
584,8.917279692433056e-10,0.0009299123776145279,-0.0009299115044996142
585,4.943517595279445e-09,3.0329454503430497e-09,1.9105721449363955e-09
586,4.360492855681741e-09,1.1422794266024994e-08,-7.0623014103432524e-09
587,1.7029813115243542e-09,1.0367070396588574e-10,1.599310572863999e-09
588,9.350666907437244e-10,3.550947036412566e-10,5.799719593468922e-10
589,1.1738345850886844e-09,9.470078055073827e-10,2.268267795813017e-10
590,3.823845240447099e-09,4.555452889909439e-11,3.77829056930068e-09
591,1.1568157542996005e-09,1.259347754967166e-07,-1.247779550794803e-07
592,2.749748273345176e-05,5.311306949806749e-11,2.749742998275906e-05
593,0.0009943981422111392,1.1191615689742918e-10,0.0009943980257958174
594,1.290383625018876e-05,1.685623973735062e-09,1.2902150956506375e-05
595,2.9827487146860676e-09,1.422680924179076e-07,-1.3928534770002443e-07
596,1.1129302812662445e-08,3.0623414914998648e-09,8.06696132116258e-09
597,2.971871140289295e-07,0.029028629884123802,-0.029028331860899925
598,0.00013556463818531483,0.10059700161218643,-0.1004614382982254
599,3.6443892348358986e-10,8.176853953045793e-06,-8.176489245670382e-06
600,1.3484904304306156e-09,9.753294989423011e-07,-9.73981059360085e-07
601,2.9895907971422275e-08,4.119217467124514e-10,2.9483986807576912e-08
602,0.000114302514703013,2.5635009137658926e-07,0.00011404616816435009
603,9.972985282047375e-08,7.44098360883072e-05,-7.431010453728959e-05
604,4.869167113952244e-08,2.5657143964963325e-07,-2.0787976495739713e-07
605,0.0021215910091996193,0.0347440131008625,-0.03262242302298546
606,3.203718733857386e-06,2.9190792702138424e-05,-2.5987073968281038e-05
607,2.485198535850941e-08,1.8932841072683004e-08,5.919144285826405e-09
608,4.449261439276597e-07,1.6000123448378645e-10,4.4476612970356655e-07
609,0.3450842797756195,1.085029794012371e-06,0.34508320689201355
610,1.0467084088361389e-08,0.08503784984350204,-0.08503784239292145
611,1.0048894182546064e-05,3.9029011134061875e-09,1.0044991540780757e-05
612,4.356170091313061e-09,2.8669111529211477e-09,1.489258938391913e-09
613,8.949402996449862e-09,1.752155781575837e-10,8.77418759870352e-09
614,2.9394024991802326e-09,5.971065419885235e-09,-3.0316629207050028e-09
615,1.913574187994982e-09,1.2473558297365628e-10,1.7888386327769012e-09
616,4.684009624611463e-09,1.7574650623686239e-09,2.9265445622428388e-09
617,3.0575271203758803e-09,8.682907726154099e-10,2.1892363477604704e-09
618,5.009677624912001e-05,4.5354085070892225e-11,5.009673259337433e-05
619,2.5311168716513066e-09,1.4031924511215266e-09,1.12792442052978e-09
620,1.5593819568948675e-09,2.7626964604898774e-10,1.2831122830903041e-09
621,2.6710424982923087e-09,3.877926701534307e-06,-3.8752555155951995e-06
622,2.9750952812435116e-09,2.5643435037636664e-06,-2.5613683192204917e-06
623,0.0064639681950211525,1.3504952711684837e-09,0.006463966798037291
624,3.730207254193374e-07,0.007429142482578754,-0.007428769487887621
625,2.914537056142308e-09,1.4144258386750153e-07,-1.3852805125225132e-07
626,1.901077961719011e-09,5.091102593723917e-06,-5.089201295049861e-06
627,3.154232035740279e-05,0.001339869573712349,-0.0013083273079246283
628,5.865499197454938e-10,5.492298441822641e-06,-5.491711817739997e-06
629,0.0021981189493089914,5.344693221331909e-08,0.002198065398260951
630,9.434635295235694e-10,7.414770152536221e-06,-7.4138265517831314e-06
631,8.286317743078087e-10,0.00019017532758880407,-0.00019017449812963605
632,2.027903356349725e-08,2.2238387520356895e-10,2.0056649674415894e-08
633,5.770658026449382e-05,2.767274465131919e-10,5.7706303778104484e-05
634,2.6152542886848096e-07,8.687111971994455e-07,-6.071857683309645e-07
635,1.158148847935081e-06,9.371028397708869e-08,1.0644386065905564e-06
636,9.258199185069316e-08,5.0788433014758994e-08,4.1793558835934164e-08
637,3.009477467230681e-08,7.984135130811865e-09,2.2110640429673367e-08
638,4.632144282368245e-06,9.33687527293614e-09,4.622807409759844e-06
639,1.0680961892717278e-08,4.4639576479710286e-09,6.217004244746249e-09
640,1.671623395260724e-09,8.374918536446785e-09,-6.703295252208363e-09
641,8.00757860019985e-09,2.0841361969559102e-10,7.799164869481956e-09
642,3.2283640205577058e-09,1.361785129105897e-10,3.0921856186694185e-09
643,3.5170986123489456e-09,1.1004644417944576e-10,3.4070521959250755e-09
644,2.2839405922070455e-09,1.2622669576245471e-09,1.0216736345824984e-09
645,4.705228429102704e-10,1.4340885423624883e-10,3.2711400255180934e-10
646,1.215442080315654e-09,7.867488882595808e-10,4.2869319205607326e-10
647,2.198591353419488e-08,3.2518204795550787e-10,2.166073187481743e-08
648,2.9591868955236578e-09,5.937149580859113e-07,-5.907557465434365e-07
649,1.9350048230393213e-09,1.2741013222239417e-07,-1.254751254009534e-07
650,1.2709716656900127e-07,9.254126909219451e-10,1.2617175570994732e-07
651,9.226028851117007e-06,7.580712946264612e-09,9.21844821277773e-06
652,1.3822350375392034e-08,6.753902437317549e-10,1.3146959965126825e-08
653,4.076885943504749e-06,0.00025871850084513426,-0.00025464160717092454
654,3.2181709684664384e-05,1.4928363270882983e-05,1.7253347323276103e-05
655,1.4011845451022964e-05,0.0011668252991512418,-0.00115281343460083
656,3.2549767325917855e-08,9.237630365532823e-06,-9.205080459651072e-06
657,1.4215532917472018e-10,1.7796695829019882e-05,-1.7796553947846405e-05
658,2.2101621865999732e-08,0.00018544528575148433,-0.00018542318139225245
659,5.023796934011671e-10,7.13599001755938e-05,-7.135939813451841e-05
660,8.039172826102003e-05,1.1994475412890893e-09,8.03905277280137e-05
661,2.9940632195746275e-09,0.0002603658358566463,-0.00026036283816210926
662,6.577505246241344e-06,9.79263004019515e-10,6.576526175194886e-06
663,1.4867244102489963e-09,3.1609292960865787e-10,1.1706314806403384e-09
664,6.298529253712104e-09,1.6805679070586166e-09,4.6179611246088825e-09
665,2.2473621186236414e-08,1.281209733861033e-07,-1.0564735219986687e-07
666,4.860986990706806e-08,7.145836006250406e-11,4.8538410624132666e-08
667,2.1862625043667094e-09,4.9993422596150694e-11,2.1362691615678386e-09
668,4.15408685228158e-09,5.041816741879757e-09,-8.877298895981767e-10
669,9.995207994606403e-10,7.723975903317637e-10,2.2712320912887662e-10
670,3.397795156345751e-09,2.026401713095538e-09,1.3713934432502128e-09
671,2.06133088376248e-09,5.110049050571774e-10,1.5503259787053025e-09
672,2.4960902234028026e-09,3.51353529604026e-10,2.1447366105320498e-09
673,2.5752755483665624e-09,8.900930548172425e-10,1.6851824380381686e-09
674,7.082261443969173e-09,1.536909904897854e-10,6.928570606135054e-09
675,7.840245785928346e-09,2.614117533550342e-10,7.578834448906946e-09
676,1.4893220878775537e-08,4.6137600684392766e-11,1.4847083562585794e-08
677,4.4298747070570244e-07,3.317842112160463e-10,4.426556756698119e-07
678,2.5636848199894757e-09,2.457080650053456e-10,2.317976699472979e-09
679,4.421764288053964e-08,2.2935133792145734e-09,4.192412816905744e-08
680,2.2164957158565812e-07,1.4421868854697095e-07,7.743088303868717e-08
681,1.0370609260235142e-07,1.4507559598087028e-09,1.0225533486618588e-07
682,4.3130157791893e-06,2.0292225144658005e-06,2.2837932647234993e-06
683,0.02975284494459629,3.198916909141758e-09,0.029752841219305992
684,2.6780058171027576e-09,5.0404854846419767e-05,-5.040217729401775e-05
685,6.44452213816038e-10,1.409115810702133e-07,-1.402671330197336e-07
686,3.259707503922016e-10,7.079869988046994e-07,-7.076610017975327e-07
687,0.00024474700330756605,4.0108999455057415e-10,0.00024474659585393965
688,3.2914143632822856e-10,0.0021111073438078165,-0.002111107110977173
689,1.7117959827395168e-10,8.02728482085513e-06,-8.027113835851196e-06
690,2.147398845409043e-06,7.195363194156812e-10,2.1466792077262653e-06
691,5.639344180963235e-06,1.0059658661631943e-09,5.638338279823074e-06
692,3.326950936966e-09,2.20007159157376e-08,-1.8673764756726996e-08
693,5.0253485824214295e-05,3.0137560003140607e-08,5.022334880777635e-05
694,4.637490391701249e-09,1.961858009380535e-09,2.675632382320714e-09
695,2.1360037349982264e-10,9.665518385659766e-10,-7.529514789439418e-10
696,3.6094496280725252e-09,1.226032747547734e-10,3.4868463671955396e-09
697,5.9945968189367704e-09,2.681041166852083e-09,3.3135556520846876e-09
698,1.1106650044112598e-09,9.921352628339264e-11,1.0114514781278672e-09
699,2.5002879766589103e-09,9.966415887019409e-11,2.400623921872125e-09
700,2.8275399799326806e-09,1.4163351047535855e-10,2.685906386190595e-09
701,1.2182247433045745e-09,6.799789620259844e-10,5.382457812785901e-10
702,2.0401931255520367e-09,6.389809237283828e-10,1.4012122573348051e-09
703,8.951941410373365e-10,1.149220008045404e-08,-1.0597005939416704e-08
704,7.445626781787951e-09,1.1912534292335408e-09,6.254373463576712e-09
705,1.7118262363169379e-09,3.4361486989098466e-09,-1.7243224625929088e-09
706,8.531818451729123e-08,1.6821553039392256e-09,8.363603143379805e-08
707,0.00428771460428834,1.0167746644640374e-08,0.004287704359740019
708,0.00924562755972147,5.701699024029949e-08,0.009245570749044418
709,2.1060332144884342e-08,0.00023048685397952795,-0.0002304657973581925
710,0.012387665919959545,3.914585704478668e-06,0.012383751571178436
711,5.5853544012052225e-08,0.0005112504004500806,-0.0005111945210956037
712,0.005819880403578281,3.09523207064899e-09,0.00581987714394927
713,1.62867181643378e-05,8.131459061644364e-09,1.627858728170395e-05
714,0.02469828352332115,3.377254254033346e-09,0.024698279798030853
715,8.253915439127013e-05,5.664948954375859e-09,8.253348642028868e-05
716,0.001964800525456667,5.846376160967282e-10,0.001964799826964736
717,2.5157300115097314e-05,1.6596364282861487e-09,2.515564119676128e-05
718,0.0004197554662823677,6.007340458413779e-11,0.0004197554080747068
719,4.350657036411576e-05,5.050386844840382e-11,4.350651943241246e-05
720,2.150899490516167e-06,2.1803184258040176e-10,2.150681439161417e-06
721,6.233433850866277e-06,1.503932672841657e-10,6.233283329493133e-06
722,5.403107961043929e-10,2.8600862997385512e-11,5.117099521889656e-10
723,1.7759932191552252e-08,8.6005286226154e-10,1.689987882969035e-08
724,3.4545957205978084e-09,5.244417122796108e-10,2.930153897295895e-09
725,4.415310339567213e-09,3.7131431263048853e-10,4.04399624898133e-09
726,5.4155022688462395e-09,8.482654162422776e-11,5.330675900694359e-09
727,7.774961119366708e-09,1.7934544960240828e-09,5.98150684538723e-09
728,1.605531485537881e-09,4.811847795216373e-11,1.5574129763606948e-09
729,1.3040137858411072e-09,1.0635884395426842e-09,2.4042534629842294e-10
730,3.0760698432885647e-09,1.1789538789663823e-10,2.9581743721251996e-09
731,9.115262988856898e-10,3.129345393926286e-10,5.985917317374856e-10
732,5.669616442993686e-10,2.550431532633013e-10,3.119184910360673e-10
733,4.668347486358471e-09,3.014787863797608e-10,4.366868644467559e-09
734,9.325870564680372e-07,3.95385460483233e-11,9.325474934485101e-07
735,2.6587014811951803e-09,5.293992444421747e-07,-5.26740564055217e-07
736,9.146838841900262e-10,3.1497643249167595e-07,-3.1406173661707726e-07
737,2.737717113632243e-05,9.848637461118415e-10,2.7376187063055113e-05
738,1.6580453676695583e-09,6.090667284297524e-06,-6.089009275456192e-06
739,4.4083117245463654e-06,9.342945306300976e-10,4.407377218740294e-06
740,1.3001780644117389e-05,2.478393323901429e-10,1.3001532352063805e-05
741,7.46599180274643e-05,7.6520683123249e-09,7.465226372005418e-05
742,3.745085996342823e-05,4.963392474799377e-10,3.7450365198310465e-05
743,1.0875972122903477e-08,7.830941513020662e-07,-7.7221818628459e-07
744,2.9585944805177178e-09,9.556119806575225e-08,-9.260260469545756e-08
745,2.9544779955870126e-09,1.8373182797404297e-07,-1.8077734864618833e-07
746,7.114114297657181e-10,4.835357114707506e-10,2.2787571829496756e-10
747,1.5075762860305986e-08,8.250151495303726e-07,-8.099393653537845e-07
748,1.2858112352631679e-09,5.637255981127964e-06,-5.635969955619657e-06
749,2.3329975729069474e-09,2.2068273597408705e-10,2.1123147675439213e-09
750,1.4302897755058552e-09,3.243359192328654e-10,1.1059538840285654e-09
751,2.4443824742093057e-09,7.894847553480133e-10,1.6548977743724436e-09
752,3.925740621468776e-09,4.643425921546651e-10,3.4613980570696867e-09
753,9.308564474785896e-10,1.1449488024339871e-09,-2.1409235495539747e-10
754,2.0281720747306053e-10,1.3224905892617045e-10,7.056814854689009e-11
755,9.595481076374313e-10,1.9303927345504235e-09,-9.708446269129922e-10
756,4.3998232834852047e-10,3.818223237583851e-10,5.816000459013537e-11
757,4.648081031177753e-09,1.2427139317594538e-09,3.4053670994182994e-09
758,1.180476516537965e-08,3.642797175018586e-10,1.1440485891967e-08
759,1.1644731845450451e-09,9.34034405375428e-10,2.304387791696172e-10
760,1.5751504545136186e-09,1.02568682713855e-10,1.4725817232275062e-09
761,3.6327785224443687e-10,2.7502258803657753e-10,8.825526420785934e-11
762,8.721184330262588e-10,2.556348743798509e-10,6.164835308908323e-10
763,5.585008011621539e-10,2.241596908092447e-10,3.3434111035290925e-10
764,1.9594924793864266e-08,3.1061950234168023e-10,1.928430570785622e-08
765,4.94827245844931e-09,6.664686580393209e-09,-1.7164141219438989e-09
766,1.6729375662549728e-09,3.1145544476807174e-10,1.3614821492424767e-09
767,5.039460404532292e-08,1.6642477673745049e-10,5.022818072575319e-08
768,6.3518408310869745e-09,1.5583430379439989e-10,6.196006374636909e-09
769,1.1797157917214918e-08,2.62769972447785e-10,1.1534387667211377e-08
770,3.969174144913268e-08,4.373724993289585e-10,3.925437042084923e-08
771,8.25725976483227e-09,6.985750866661533e-11,8.187401867587596e-09
772,3.060629805151649e-10,4.4646364383282844e-10,-1.4040066331766354e-10
773,1.5678698339627317e-09,1.2179967034953165e-09,3.498731304674152e-10
774,3.258814329498705e-09,1.7060660661982752e-09,1.5527482633004297e-09
